idx,B3,B4,B5,crop,nd,slope,type
0,0.1564044,0.17378345,0.31349084,0,-0.028986549,8.962629,Non-Crop
1,0.14639983,0.16183579,0.3365033,1,-0.039774533,3.7047918,Crop
2,0.18316275,0.24505651,0.36278567,1,-0.016434593,3.904738,Crop
3,0.15501834,0.18401226,0.31431317,1,-0.02505158,1.1523076,Crop
4,0.19485433,0.23064736,0.35773253,0,0.00613162,4.3603888,Non-Crop
5,0.10923346,0.10281305,0.25966164,0,-0.05943464,17.130632,Non-Crop
6,0.17745422,0.20713978,0.32373315,0,-0.015284428,5.9990582,Non-Crop
7,0.20477504,0.22280863,0.31040657,0,-0.010696923,1.4842572,Non-Crop
8,0.11775421,0.1177636,0.28341338,0,-0.058153775,13.628974,Non-Crop
9,0.09731971,0.0863593,0.23798184,0,-0.07163481,27.697454,Non-Crop
10,0.18750738,0.23523486,0.38726038,0,0.028978154,9.213493,Non-Crop
11,0.17776896,0.21193327,0.30462834,0,-0.032426298,1.4804444,Non-Crop
12,0.11622669,0.10276411,0.35390612,1,-0.07162165,0.92740995,Crop
13,0.17642722,0.22931893,0.36410433,1,-3.42E-04,1.1553172,Crop
14,0.19025004,0.2157757,0.2601848,0,-0.014870619,4.9478893,Non-Crop
15,0.17727222,0.20508437,0.35535854,0,-0.007241115,17.774233,Non-Crop
16,0.20093583,0.24267015,0.30627072,0,-0.016695218,1.1483263,Non-Crop
17,0.17848717,0.20101763,0.32669312,1,-0.020218793,1.4747151,Crop
18,0.18103488,0.22207813,0.27982607,1,-0.023071673,1.8543341,Crop
19,0.16262776,0.19934817,0.30553198,1,-0.004170701,0.92740995,Crop
20,0.18220674,0.22078,0.34046978,0,-0.024469584,17.55395,Non-Crop
21,0.1667365,0.18866463,0.314599,1,-0.017093314,1.4755656,Crop
22,0.14338085,0.14670303,0.29963812,0,-0.04722725,10.029451,Non-Crop
23,0.18314683,0.1914156,0.3178558,0,-0.016889658,2.3168852,Non-Crop
24,0.17121187,0.21482927,0.3792684,1,-0.018353522,2.4819443,Crop
25,0.22022648,0.24210237,0.38041466,0,-0.003129687,2.7802885,Non-Crop
26,0.16458873,0.18581617,0.272701,1,-0.02283962,0.92740995,Crop
27,0.14488895,0.15539502,0.32495496,0,-0.035227284,9.470535,Non-Crop
28,0.15854606,0.19192801,0.3217367,1,-0.019862464,3.4433405,Crop
29,0.17981498,0.19546968,0.3402219,0,-0.01884254,18.775116,Non-Crop
30,0.22535142,0.2661336,0.36228436,1,0.018569708,6.3627477,Crop
31,0.22822516,0.2400308,0.26170868,0,-0.006861622,0.92740995,Non-Crop
32,0.10237565,0.0928857,0.23022449,0,-0.08109331,11.704602,Non-Crop
33,0.20036839,0.23390502,0.35691452,1,-0.006598035,1.1469476,Crop
34,0.15241358,0.18469685,0.3078918,1,-0.038928,1.1469233,Crop
35,0.22987217,0.25230634,0.30341023,0,-0.004650446,20.187214,Non-Crop
36,0.15837015,0.18712148,0.3158984,1,-0.034003254,2.9555562,Crop
37,0.0995389,0.08670135,0.22953041,0,-0.07016325,13.502243,Non-Crop
38,0.19870271,0.21995835,0.31375486,0,-0.004628766,9.336088,Non-Crop
39,0.11716607,0.10886596,0.2495962,0,-0.06935416,10.043688,Non-Crop
40,0.22639763,0.2745385,0.3403551,0,7.80E-04,1.154478,Non-Crop
41,0.2102352,0.26177278,0.40258357,0,-0.004967723,3.0078828,Non-Crop
42,0.17591113,0.20316899,0.3264681,0,-0.016161375,3.6082025,Non-Crop
43,0.18775569,0.23400158,0.3311704,1,-0.011328114,1.8543341,Crop
44,0.18027538,0.20427836,0.31324065,0,-0.016518593,9.549666,Non-Crop
45,0.16150254,0.18239637,0.33637536,0,-0.01434514,1.8543341,Non-Crop
46,0.11313757,0.08192095,0.049557775,0,-0.053542197,0,Non-Crop
47,0.21950665,0.26871964,0.40805766,1,0.003675346,9.197091,Crop
48,0.21312495,0.26933396,0.36680725,1,7.60E-04,1.4750738,Crop
49,0.1406363,0.13967705,0.2284374,0,-0.04960695,3.5924816,Non-Crop
50,0.16042143,0.18193305,0.3220784,0,-0.01931191,6.8168635,Non-Crop
51,0.17710724,0.20580003,0.2961631,1,-0.013337894,4.685872,Crop
52,0.21718962,0.2768918,0.4154286,1,0.019129757,1.8543341,Crop
53,0.17115593,0.20418073,0.30635983,1,-0.01951452,2.4891214,Crop
54,0.13231342,0.15922272,0.34440246,1,-0.037855808,4.7039957,Crop
55,0.13628694,0.14326969,0.26858294,0,-0.03844373,26.706224,Non-Crop
56,0.18626176,0.227347,0.36595404,1,-0.011121544,7.995663,Crop
57,0.1519065,0.18416142,0.3378174,1,-0.02297405,9.228421,Crop
58,0.17772111,0.21813819,0.34378102,1,0.001363999,1.155259,Crop
59,0.119609885,0.12128134,0.26903036,0,-0.050363194,19.579935,Non-Crop
60,0.17732151,0.19660345,0.36238712,1,0.024908338,7.9219284,Crop
61,0.11255738,0.088170335,0.04704603,0,-0.061715633,0,Non-Crop
62,0.14486502,0.1508438,0.28591204,0,-0.033761963,8.963815,Non-Crop
63,0.22140312,0.2530766,0.38838142,0,0.010169094,8.670668,Non-Crop
64,0.17316875,0.21913555,0.33686623,1,-0.021762248,2.4731815,Crop
65,0.16117159,0.18800043,0.33170822,1,-0.019557418,1.1485133,Crop
66,0.20972937,0.25940347,0.36136115,1,0.00167619,5.355733,Crop
67,0.17038698,0.18272708,0.30018494,0,-0.017651692,11.05344,Non-Crop
68,0.118818335,0.121115856,0.2805555,1,-0.05982243,2.9547765,Crop
69,0.17315674,0.21093373,0.350832,1,-0.008467736,6.0065327,Crop
70,0.15574265,0.17697303,0.37601006,1,-0.049361385,1.8543341,Crop
71,0.16337791,0.18290383,0.34106004,0,-0.019300934,4.9658165,Non-Crop
72,0.16588938,0.18902586,0.30731362,0,-0.021077333,11.393644,Non-Crop
73,0.18250366,0.22517346,0.33781156,1,-0.010356898,2.7802885,Crop
74,0.20777586,0.2653286,0.38786203,0,-0.004022494,3.877729,Non-Crop
75,0.1585455,0.20005262,0.3355982,0,-0.026771173,5.8029113,Non-Crop
76,0.18242118,0.2006197,0.27872258,0,-0.023183411,5.1698613,Non-Crop
77,0.14899752,0.15187848,0.33867776,0,-0.04215569,1.8543341,Non-Crop
78,0.16431497,0.20618816,0.33094394,0,-0.020560246,1.479227,Non-Crop
79,0.18606102,0.21834134,0.3697143,0,-0.005235856,3.5776913,Non-Crop
80,0.15399413,0.1714902,0.36390373,1,-0.034276985,2.1846333,Crop
81,0.22319275,0.24044591,0.31948853,0,-2.34E-04,0.92740995,Non-Crop
82,0.19355136,0.2294483,0.33643013,0,0.005772803,15.541911,Non-Crop
83,0.18370593,0.21350054,0.30777505,0,-0.02726614,3.008129,Non-Crop
84,0.17614259,0.20866205,0.3446146,0,-0.006237036,6.5275207,Non-Crop
85,0.19474535,0.23515852,0.37917796,0,-0.011417542,4.9765077,Non-Crop
86,0.15374228,0.17202504,0.30749464,0,-0.044019632,3.5790048,Non-Crop
87,0.19369273,0.2182752,0.35256976,0,-0.020647867,8.191603,Non-Crop
88,0.19657081,0.21351385,0.31905127,0,-0.008631044,0.92740995,Non-Crop
89,0.20732778,0.2509308,0.32871944,1,-0.008760792,0,Crop
90,0.18705165,0.2276243,0.39489415,1,-0.017532779,1.4788933,Crop
91,0.24566758,0.2614747,0.29957476,0,0.001887041,1.4826555,Non-Crop
92,0.17354904,0.19769843,0.3115984,0,-0.020483151,3.5643497,Non-Crop
93,0.24583292,0.30631012,0.44157422,0,0.01414226,2.1800048,Non-Crop
94,0.19839416,0.22927862,0.3237444,0,-0.007379154,7.3457575,Non-Crop
95,0.1428904,0.15804611,0.30098307,0,-0.04519107,3.5877244,Non-Crop
96,0.20576128,0.2454309,0.32767227,1,-0.006208807,1.475247,Crop
97,0.13180044,0.11818563,0.14433007,0,-0.049891192,0,Non-Crop
98,0.16972348,0.19715706,0.3083206,0,-0.018730853,13.648223,Non-Crop
99,0.16797687,0.20238724,0.2654789,1,-0.03136562,2.9472718,Crop
100,0.24907133,0.27675915,0.39995408,0,0.001133731,0,Non-Crop
101,0.19270778,0.22990803,0.3258689,0,-0.007420925,6.519841,Non-Crop
102,0.16932233,0.22198977,0.35338607,1,-0.010545063,1.8543341,Crop
103,0.13210483,0.14197661,0.2657272,0,-0.0462178,11.499247,Non-Crop
104,0.17233305,0.20615357,0.28180635,1,-0.027092395,1.474489,Crop
105,0.16631845,0.20068005,0.35124594,1,-0.016262714,4.6273675,Crop
106,0.17218855,0.1893948,0.3282631,1,-0.023760853,1.4819192,Crop
107,0.113870256,0.09004138,0.0782488,0,-0.06438554,0,Non-Crop
108,0.1448007,0.16456401,0.31182778,0,-0.03214089,4.767382,Non-Crop
109,0.1972115,0.2155061,0.32493025,0,-0.005904576,1.4828056,Non-Crop
110,0.17449775,0.18692423,0.24774854,0,-0.014923558,13.074593,Non-Crop
111,0.20054284,0.25844458,0.38844448,1,0.011551281,1.479333,Crop
112,0.119162016,0.12048409,0.28269562,0,-0.0624997,8.272956,Non-Crop
113,0.14156216,0.14681351,0.34202737,1,-0.04026841,2.9468458,Crop
114,0.20486465,0.22130007,0.2817477,0,-0.00828574,2.1858876,Non-Crop
115,0.19359194,0.23898022,0.3643483,0,-0.017178232,1.4769208,Non-Crop
116,0.1790824,0.20215979,0.35780483,1,-0.008673656,3.58729,Crop
117,0.16146791,0.18750738,0.31828547,0,-0.017534621,4.95305,Non-Crop
118,0.18581502,0.23503536,0.36275655,1,-0.003576119,1.4819777,Crop
119,0.15311852,0.17602012,0.3394387,1,-0.025463464,5.3577356,Crop
120,0.1762461,0.18902972,0.24442694,0,-0.022122027,4.713507,Non-Crop
121,0.1507978,0.17404254,0.33103207,1,-0.03870643,1.8543341,Crop
122,0.15573367,0.15924188,0.3703336,1,-0.024214733,1.4819517,Crop
123,0.25416902,0.2857614,0.38312966,0,1.29E-04,2.185249,Non-Crop
124,0.18387143,0.22294013,0.36323345,1,-0.003671946,2.9623196,Crop
125,0.18194957,0.21997167,0.30296946,1,-0.003634357,1.1558836,Crop
126,0.20372027,0.22864008,0.30486268,1,-0.004761017,2.9634387,Crop
127,0.15695752,0.18264128,0.32408616,1,-0.025292741,4.436302,Crop
128,0.2145645,0.25812486,0.41188666,0,0.01012385,2.301163,Non-Crop
129,0.21338429,0.24391468,0.30406323,0,-0.008323154,3.8806186,Non-Crop
130,0.17299472,0.20561783,0.29934984,0,-0.014262064,0.92740995,Non-Crop
131,0.13754874,0.09261937,0.07440264,0,-0.032277025,0,Non-Crop
132,0.19930683,0.23989323,0.3428605,1,-0.006906137,0.92740995,Crop
133,0.23777421,0.27147076,0.36297086,0,-9.95E-04,3.0107694,Non-Crop
134,0.18651135,0.21086489,0.28678003,0,-0.03674951,2.1860633,Non-Crop
135,0.16675007,0.19285971,0.31758338,0,-0.019289767,23.129656,Non-Crop
136,0.137654,0.13871591,0.3396241,1,-0.045474514,2.1846488,Crop
137,0.113901384,0.1059144,0.2820622,0,-0.0596497,31.71691,Non-Crop
138,0.22016966,0.26857352,0.36409047,0,6.52E-04,6.502719,Non-Crop
139,0.1741644,0.22003283,0.33279163,0,-0.016574938,1.4758277,Non-Crop
140,0.17843461,0.2109983,0.373431,1,-0.021750603,1.1566515,Crop
141,0.19942187,0.2393926,0.37886912,0,-0.006285226,4.421981,Non-Crop
142,0.14936411,0.18279952,0.31923226,0,-0.03356915,6.5652227,Non-Crop
143,0.17204578,0.20735848,0.33795503,0,-0.018745849,16.569616,Non-Crop
144,0.14032674,0.14779282,0.17327562,0,-0.050155923,0,Non-Crop
145,0.15778221,0.20906998,0.36206442,1,-0.004025811,1.47881,Crop
146,0.15098083,0.17782047,0.33970025,1,-0.034779277,1.4826196,Crop
147,0.1647451,0.16669822,0.24077481,0,-0.024526704,10.928387,Non-Crop
148,0.16924258,0.2030321,0.3007847,0,-0.02303671,1.4748535,Non-Crop
149,0.17277437,0.20804052,0.28861457,0,-0.031208351,1.1483386,Non-Crop
150,0.15452665,0.17381266,0.28800946,1,-0.037390146,1.4822838,Crop
151,0.17259271,0.21668951,0.32770038,0,-0.02415004,3.007712,Non-Crop
152,0.21048267,0.25332952,0.38259938,0,-0.005927412,0.92740995,Non-Crop
153,0.174692,0.19340241,0.27328384,0,-0.022491232,2.1860275,Non-Crop
154,0.16239375,0.21167202,0.37029716,1,-0.01619337,4.7035093,Crop
155,0.19572254,0.22138202,0.31292295,0,-0.013816493,1.1496584,Non-Crop
156,0.20741603,0.25220093,0.35732564,1,-0.005047178,2.179905,Crop
157,0.11748481,0.12346905,0.29394785,1,-0.05782433,2.7802885,Crop
158,0.15107931,0.1759312,0.2824929,1,-0.0315918,0.92740995,Crop
159,0.21907234,0.2425631,0.39262128,0,-0.002307095,13.018602,Non-Crop
160,0.12399825,0.11898298,0.27536446,0,-0.053857766,16.40084,Non-Crop
161,0.18643227,0.18925405,0.3436572,0,-0.038741536,2.4956362,Non-Crop
162,0.15990254,0.17149213,0.317539,1,-0.036336534,2.1800601,Crop
163,0.16245644,0.21132714,0.353011,0,-0.03414632,6.0428815,Non-Crop
164,0.21151744,0.2545894,0.35089028,0,-0.003132197,2.7802885,Non-Crop
165,0.25954476,0.29396993,0.37239602,0,0.006150171,1.1563299,Non-Crop
166,0.12667829,0.14054744,0.30800876,1,-0.0439755,2.2965188,Crop
167,0.13303433,0.13906494,0.35023093,1,-0.050685517,2.4896464,Crop
168,0.16338599,0.18148032,0.30238038,1,-0.019524027,8.36646,Crop
169,0.14394623,0.16762759,0.33208483,1,-0.033192262,6.5240507,Crop
170,0.2099766,0.24973644,0.36059418,1,-0.007497612,3.0073278,Crop
171,0.15014078,0.15350875,0.331438,0,-0.045666035,2.4925592,Non-Crop
172,0.14988624,0.17574911,0.29106787,0,-0.028189937,3.8785367,Non-Crop
173,0.18712148,0.22780241,0.34409022,0,-0.005559581,1.8543341,Non-Crop
174,0.17753533,0.20236859,0.3322194,1,-0.012786032,1.481968,Crop
175,0.19953807,0.24784933,0.36104217,0,-0.002195871,2.9513745,Non-Crop
176,0.19579011,0.22596821,0.30186743,0,-0.00963488,6.039287,Non-Crop
177,0.22047195,0.25313094,0.32812142,0,-0.001531113,1.475635,Non-Crop
178,0.17619997,0.21162573,0.34331906,1,-0.019987943,1.4824141,Crop
179,0.18145613,0.2231912,0.36420548,1,-0.003293718,1.8543341,Crop
180,0.14292343,0.16165252,0.27253208,0,-0.044926677,16.569187,Non-Crop
181,0.21882115,0.26008785,0.40362626,1,0.00358926,1.8543341,Crop
182,0.17599043,0.2156288,0.33898476,1,-0.009477123,0.92740995,Crop
183,0.28466058,0.3254815,0.42246604,0,0.02466496,12.100649,Non-Crop
184,0.16835839,0.17950258,0.34014818,0,-0.022483822,49.49932,Non-Crop
185,0.09620094,0.064308286,0.04444783,0,-0.078530625,0,Non-Crop
186,0.2068982,0.23746738,0.33710295,1,-0.011721211,1.4782593,Crop
187,0.16178936,0.18934809,0.33364734,0,-0.031871602,21.473125,Non-Crop
188,0.1850462,0.2178323,0.32938135,0,-0.022319386,7.4660034,Non-Crop
189,0.10860198,0.10015361,0.24801812,0,-0.06434662,12.525287,Non-Crop
190,0.12687337,0.12946917,0.26742196,0,-0.046671916,3.606386,Non-Crop
191,0.20368166,0.23829833,0.35422513,1,-0.009426625,1.1468384,Crop
192,0.17367086,0.21586128,0.3542357,1,0.005473359,3.8800414,Crop
193,0.1700516,0.18811318,0.2480624,0,-0.03359516,0,Non-Crop
194,0.19831572,0.23485404,0.33492926,1,-0.01752096,1.4747308,Crop
195,0.25135136,0.2898136,0.3828241,0,0.009280983,1.4782913,Non-Crop
196,0.16155261,0.19434646,0.31758338,1,-0.024014605,6.02284,Crop
197,0.19830735,0.23385862,0.38127476,1,0.01709996,2.7802885,Crop
198,0.15482023,0.19245718,0.35095912,1,-0.020222714,1.1556045,Crop
199,0.16597342,0.16758448,0.33875668,0,-0.02617379,5.070827,Non-Crop
200,0.14491943,0.15280169,0.30593854,1,-0.025369909,1.1559128,Crop
201,0.12998688,0.13272528,0.29468995,0,-0.04948807,15.773928,Non-Crop
202,0.11971797,0.119240515,0.2638204,0,-0.06621644,6.931837,Non-Crop
203,0.22989714,0.24001476,0.32011342,0,0.001017893,2.4951444,Non-Crop
204,0.15900177,0.2002817,0.36275083,1,-0.018223926,1.1563674,Crop
205,0.1455672,0.16702299,0.2932129,0,-0.036524985,23.191494,Non-Crop
206,0.13636875,0.1405359,0.28909972,0,-0.03856547,1.8543341,Non-Crop
207,0.19318771,0.20582175,0.30172652,0,-0.021153755,3.593587,Non-Crop
208,0.18844016,0.24959336,0.37302232,0,-0.012442126,2.9590695,Non-Crop
209,0.232466,0.25361633,0.39964,0,0.009617156,6.8575435,Non-Crop
210,0.11978159,0.11352193,0.29997987,0,-0.05823669,13.662431,Non-Crop
211,0.11843356,0.11748054,0.38535565,1,-0.06670179,1.4817567,Crop
212,0.1856601,0.22400755,0.29446512,0,-0.01716502,5.161911,Non-Crop
213,0.16561529,0.19287024,0.33160973,1,-0.026309572,0,Crop
214,0.17664748,0.21166508,0.35383046,0,-0.023101073,3.0114338,Non-Crop
215,0.15881634,0.18953294,0.35505527,1,-0.020468883,1.1561338,Crop
216,0.25186485,0.2869484,0.37977946,0,0.009876296,0.92740995,Non-Crop
217,0.1861186,0.22290011,0.35446292,0,-0.002119027,3.009462,Non-Crop
218,0.19172229,0.23894092,0.3763011,1,-0.012865867,1.475014,Crop
219,0.10227986,0.09120339,0.27787238,1,-0.07736384,1.4819843,Crop
220,0.15919851,0.18370752,0.33076763,0,-0.021661622,5.3651066,Non-Crop
221,0.18988852,0.24079785,0.37882006,1,-0.007519704,6.0144978,Crop
222,0.15841725,0.181128,0.3059671,1,-0.03287144,4.363618,Crop
223,0.1538466,0.18773884,0.37005088,0,-0.032231517,7.466609,Non-Crop
224,0.164596,0.19321764,0.2823922,0,-0.01989447,1.1513288,Non-Crop
225,0.20136884,0.22246723,0.32069775,0,0.001957689,3.8788388,Non-Crop
226,0.16049938,0.19102809,0.33948627,1,-0.023650091,2.4828515,Crop
227,0.21349283,0.23031765,0.2539689,0,-0.012567181,0.92740995,Non-Crop
228,0.16605903,0.1927515,0.3194176,1,-0.013227699,1.4746805,Crop
229,0.10239262,0.07719123,0.045121595,0,-0.07263051,0,Non-Crop
230,0.14744274,0.17607316,0.307683,0,-0.029022574,4.7676506,Non-Crop
231,0.19065547,0.20610997,0.32383016,0,-0.007530594,3.7047918,Non-Crop
232,0.12943892,0.1403418,0.34383008,1,-0.054272998,2.7802885,Crop
233,0.12601674,0.13672355,0.34427685,1,-0.055179685,2.7802885,Crop
234,0.2282354,0.2546261,0.31043088,0,-0.002488077,0,Non-Crop
235,0.15424374,0.18725735,0.3048909,1,-0.03501519,1.4745895,Crop
236,0.13620964,0.14017853,0.27347237,0,-0.033327352,4.360107,Non-Crop
237,0.16121764,0.19739579,0.3675808,1,-0.038369335,1.4825739,Crop
238,0.17301951,0.20982452,0.33610064,1,-0.012825833,1.4787523,Crop
239,0.1664368,0.18300752,0.28125107,1,-0.031813554,2.4739087,Crop
240,0.21582745,0.26204365,0.3731407,0,0.006549348,2.18067,Non-Crop
241,0.14333586,0.16309267,0.27090508,1,-0.040018898,6.507055,Crop
242,0.21795051,0.25893655,0.3741913,1,0.006382027,7.3192043,Crop
243,0.12471391,0.11239299,0.16715479,0,-0.06662287,2.1856432,Non-Crop
244,0.14306667,0.16161285,0.2664529,0,-0.046175044,12.457439,Non-Crop
245,0.10385254,0.095474884,0.26735678,0,-0.062306166,25.388727,Non-Crop
246,0.20330413,0.2551387,0.36743343,0,0.001167188,4.94616,Non-Crop
247,0.18653439,0.19233903,0.3570771,1,-0.004944508,2.9467518,Crop
248,0.16390742,0.20230466,0.35005453,0,-0.015599129,3.919899,Non-Crop
249,0.21884733,0.24426188,0.30077124,0,-0.005547975,5.776307,Non-Crop
