idx,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,class,lat,lon,desc
177,0.4213,0.33625,0.13345,0.1552,0.2131,0.2414,0.27915,0.30495,0.30595,0.32805,2,-27.6536338,28.08058804,
178,0.2654,0.17705,0.09515,0.08905,0.10115,0.11775,0.17065,0.19735,0.20135,0.231,0,-27.87343369,29.12482537,
179,0.2615,0.1726,0.1076,0.1103,0.1097,0.1474,0.2463,0.2884,0.2836,0.3199,0,-27.36364315,28.20755459,
180,0.2286,0.1592,0.10525,0.09715,0.09405,0.11465,0.16915,0.19065,0.18755,0.2118,2,-27.12205942,27.7588112,
181,0.2318,0.1316,0.1071,0.0999,0.0948,0.1312,0.2246,0.2702,0.2703,0.2915,2,-27.35121922,28.93170993,
182,0.32925,0.24455,0.14245,0.1529,0.18135,0.2045,0.2602,0.2921,0.2904,0.3262,0,-27.23199503,28.33801875,
183,0.32055,0.25675,0.1077,0.1171,0.148,0.16545,0.18495,0.20315,0.1984,0.2185,2,-27.97568951,29.11865907,
184,0.2454,0.1467,0.109,0.1003,0.1093,0.1282,0.179,0.2055,0.2027,0.2306,2,-26.94179089,29.3274826,
185,0.26055,0.17755,0.09375,0.0955,0.0972,0.1295,0.1933,0.2202,0.2182,0.24555,0,-27.84992234,29.11203356,
186,0.31165,0.23355,0.11225,0.1111,0.14255,0.1581,0.19645,0.2211,0.2214,0.2519,2,-26.87096292,27.80016215,
187,0.2281,0.1307,0.0962,0.0901,0.0819,0.1126,0.1749,0.1989,0.1931,0.2209,0,-27.40482249,28.48227573,
188,0.26305,0.15865,0.10445,0.09465,0.0987,0.1208,0.1606,0.17995,0.1812,0.2036,0,-28.2233026,28.94196971,
189,0.2918,0.1715,0.1121,0.1085,0.1166,0.1485,0.2447,0.2833,0.2832,0.3274,0,-27.71411098,28.41926492,
190,0.24055,0.14815,0.102,0.09545,0.0969,0.126,0.19605,0.2239,0.2266,0.2518,0,-27.17965364,29.46827337,
191,0.25845,0.1915,0.10485,0.0993,0.113,0.1362,0.19435,0.22165,0.2225,0.25975,0,-26.87542359,29.04613719,
192,0.29175,0.20895,0.1033,0.1025,0.1286,0.1513,0.1974,0.22255,0.2198,0.24995,0,-27.43842581,27.60432102,
193,0.2194,0.121,0.0936,0.0793,0.0632,0.0987,0.1888,0.2182,0.2134,0.2451,0,-27.45000253,28.57464985,
194,0.2699,0.1673,0.1103,0.1041,0.10715,0.13215,0.176,0.19825,0.19395,0.22295,0,-27.94434517,28.37631247,
195,0.2978,0.2002,0.10615,0.1021,0.10635,0.13575,0.1984,0.2268,0.22685,0.2542,0,-26.79542016,28.45940567,
196,0.2706,0.2139,0.1143,0.1147,0.1326,0.1492,0.1839,0.2061,0.2031,0.2282,2,-26.94758486,27.93933637,
197,0.22045,0.1338,0.0968,0.09075,0.10025,0.12425,0.2207,0.27295,0.2794,0.30605,0,-27.32843435,29.17118025,
198,0.2089,0.1432,0.09385,0.0848,0.0921,0.107,0.1475,0.1692,0.16755,0.19305,0,-26.71996412,29.10292229,
199,0.2934,0.2471,0.1297,0.1151,0.1314,0.1435,0.1552,0.1696,0.1684,0.1911,0,-27.06326587,27.7506846,
200,0.4152,0.3583,0.145,0.161,0.2104,0.2379,0.2733,0.3028,0.294,0.3312,2,-28.19790327,28.23546196,
201,0.2096,0.1226,0.0948,0.0912,0.087,0.1172,0.1891,0.2159,0.2114,0.2384,0,-27.56166906,28.83322696,
202,0.3582,0.2782,0.1149,0.1207,0.1555,0.1739,0.2081,0.2352,0.2377,0.2723,0,-27.50853363,29.38369726,
203,0.2509,0.16685,0.109,0.1099,0.1208,0.1479,0.22165,0.25105,0.2498,0.2824,0,-27.30602669,27.62998372,
204,0.2139,0.1262,0.0965,0.0929,0.0949,0.1246,0.1866,0.2096,0.2079,0.2344,0,-26.73182309,27.77603122,
205,0.3292,0.2576,0.1191,0.1245,0.1454,0.1793,0.235,0.2616,0.2676,0.2871,0,-27.35923975,28.31977666,
206,0.3022,0.2322,0.1166,0.1114,0.1334,0.1495,0.2001,0.2305,0.2428,0.2601,0,-28.30648645,28.63422339,
207,0.2601,0.1855,0.0974,0.0977,0.1014,0.1301,0.1659,0.18665,0.18785,0.21095,0,-28.1064642,28.994268,
208,0.2189,0.1279,0.1052,0.10745,0.09395,0.13435,0.27515,0.3201,0.3083,0.34445,0,-28.05587416,27.73847213,
209,0.27165,0.1706,0.10375,0.09655,0.0959,0.12225,0.17885,0.20275,0.20015,0.2265,0,-27.98711904,28.80716739,
210,0.30705,0.2104,0.1107,0.117,0.13595,0.1694,0.2431,0.2813,0.28135,0.32005,0,-27.71080309,29.38446289,
211,0.24035,0.17115,0.0997,0.0962,0.11265,0.1406,0.18015,0.20245,0.1953,0.22395,0,-26.74230228,27.65702718,
212,0.30225,0.20865,0.11655,0.12835,0.13085,0.1732,0.32345,0.3735,0.35945,0.3984,0,-28.06775385,27.71833197,
213,0.26225,0.1659,0.1086,0.09995,0.10135,0.12455,0.1703,0.1897,0.18515,0.21115,0,-27.12253547,28.02768216,
214,0.3004,0.2039,0.1082,0.1149,0.1221,0.1507,0.2293,0.2602,0.2542,0.2853,0,-27.29858468,27.85846636,
215,0.3519,0.2713,0.1222,0.1273,0.1639,0.1831,0.2136,0.2392,0.2387,0.2687,0,-28.34644272,28.72532096,
216,0.2397,0.1564,0.1223,0.1149,0.1261,0.15,0.2284,0.2708,0.2742,0.2933,0,-27.24828278,28.81098843,
217,0.2768,0.1827,0.1083,0.1053,0.1149,0.1405,0.1921,0.2141,0.2154,0.2403,0,-27.6592519,28.73281853,
218,0.24075,0.148,0.10415,0.1032,0.1115,0.14025,0.19255,0.21595,0.21265,0.23935,0,-26.783635,27.81109917,
219,0.2412,0.1623,0.1097,0.1006,0.11,0.1334,0.1785,0.1984,0.2008,0.2223,2,-27.76917114,28.12152617,
220,0.33765,0.2232,0.1176,0.11805,0.1429,0.16285,0.2055,0.2339,0.2321,0.2628,0,-26.66844748,27.64366655,
221,0.2951,0.20325,0.1172,0.11615,0.1377,0.159,0.2095,0.23745,0.23255,0.2671,2,-27.34894602,27.62329181,
222,0.2654,0.1839,0.1016,0.1031,0.1133,0.14195,0.20925,0.24005,0.2399,0.27355,0,-27.27126494,29.07988478,
223,0.34,0.24935,0.129,0.12935,0.16525,0.1945,0.2453,0.2778,0.279,0.3242,2,-26.87053003,29.12248387,
224,0.3036,0.2044,0.1072,0.1119,0.1345,0.154,0.2167,0.2488,0.2502,0.2882,0,-27.63934285,29.31701008,
225,0.2053,0.1182,0.0976,0.0938,0.0907,0.1223,0.1884,0.2141,0.2118,0.2405,0,-26.75673887,27.7537987,
226,0.2807,0.1902,0.1072,0.1102,0.1147,0.1446,0.2275,0.2662,0.2588,0.2956,0,-27.37236453,28.59023861,
227,0.2613,0.17405,0.1092,0.10495,0.1141,0.1362,0.18465,0.20685,0.2076,0.22905,0,-26.81334555,27.88719497,
228,0.2504,0.1846,0.1154,0.1103,0.1172,0.1476,0.2096,0.2325,0.2323,0.26,0,-27.9572642,28.20289739,
229,0.3378,0.2628,0.1099,0.1189,0.1379,0.1689,0.242,0.2747,0.272,0.299,0,-28.29801726,28.8870838,
230,0.28,0.176,0.1063,0.10115,0.11315,0.13565,0.17785,0.19825,0.1943,0.2193,2,-27.61989343,27.58076053,
231,0.3583,0.2782,0.1179,0.1245,0.1594,0.1745,0.2161,0.2454,0.2458,0.2823,0,-27.53327946,29.41049539,
232,0.2157,0.1328,0.0982,0.0937,0.0888,0.1137,0.1874,0.2128,0.2083,0.2374,2,-26.76187333,28.52951264,
233,0.2465,0.1632,0.1079,0.0995,0.1059,0.1288,0.1915,0.2198,0.2211,0.2472,2,-28.14128654,28.39248539,
234,0.2123,0.1312,0.0954,0.0853,0.0892,0.1153,0.1875,0.2142,0.2132,0.239,0,-27.77611695,29.06865356,
235,0.24145,0.1676,0.09855,0.09125,0.098,0.119,0.2005,0.2326,0.2298,0.26815,2,-26.91045777,29.08597555,
236,0.2045,0.128,0.1064,0.0892,0.0807,0.1085,0.1764,0.1947,0.1879,0.215,0,-26.9495361,28.88488318,
237,0.1969,0.1208,0.1006,0.10185,0.0935,0.12405,0.20635,0.2312,0.2304,0.25925,2,-26.81977241,28.01753173,
238,0.27635,0.18335,0.11115,0.1042,0.11195,0.1358,0.2041,0.2369,0.23915,0.26635,0,-28.18411105,28.80387008,
239,0.2248,0.1481,0.1073,0.1012,0.10205,0.12495,0.2196,0.25775,0.2594,0.2904,0,-27.88369011,28.74367825,
240,0.2579,0.1666,0.10425,0.1019,0.0996,0.1312,0.20975,0.23965,0.23405,0.26305,0,-27.10705933,28.55368593,
241,0.2926,0.2122,0.123,0.1173,0.1368,0.1537,0.2251,0.2566,0.2562,0.2782,0,-27.83885537,28.90156039,
242,0.29405,0.2097,0.1115,0.10995,0.139,0.16075,0.2263,0.26185,0.26855,0.31665,0,-26.82214756,29.21714361,
243,0.23325,0.13115,0.1046,0.1004,0.09045,0.1235,0.1882,0.21,0.20585,0.2327,0,-27.92328531,28.07068976,
244,0.2416,0.1483,0.0993,0.0964,0.0956,0.1268,0.2134,0.2498,0.2542,0.2755,0,-27.46010071,28.17559541,
245,0.27085,0.1462,0.1095,0.11015,0.11825,0.1532,0.2381,0.28215,0.2791,0.3244,0,-26.60823171,28.27310392,
246,0.24715,0.1615,0.111,0.10975,0.1045,0.13995,0.2621,0.299,0.2876,0.32155,0,-28.03719037,27.76165544,
247,0.2432,0.1361,0.0961,0.0925,0.0844,0.1163,0.232,0.2779,0.2827,0.3026,0,-27.70740971,28.69862874,
248,0.25395,0.1678,0.1074,0.105,0.096,0.12545,0.2014,0.2308,0.22755,0.25645,0,-27.15806439,27.67244253,
249,0.2799,0.2198,0.1088,0.1024,0.126,0.1449,0.1651,0.1815,0.1782,0.1967,0,-26.64511485,28.55172529,
250,0.245,0.1854,0.1114,0.1048,0.1021,0.1334,0.1956,0.2221,0.2275,0.245,0,-28.29958078,28.46517827,
251,0.2523,0.1491,0.0926,0.0961,0.0855,0.1315,0.1993,0.2247,0.221,0.2515,0,-27.84051023,28.36040439,
252,0.2139,0.1286,0.0957,0.0837,0.0852,0.1141,0.1746,0.2054,0.203,0.2368,0,-26.66048723,28.6690202,
253,0.2611,0.159,0.1066,0.0994,0.1054,0.1344,0.1858,0.2106,0.2102,0.2355,0,-28.38549303,28.8875302,
254,0.2917,0.19555,0.1044,0.10625,0.13035,0.16145,0.22765,0.26125,0.25595,0.2935,0,-26.65661374,28.24971105,
255,0.3074,0.20545,0.1248,0.1211,0.1365,0.16125,0.26295,0.3092,0.3044,0.3457,0,-27.95906467,28.03924446,
256,0.32055,0.2356,0.1175,0.11795,0.1263,0.15775,0.2542,0.29385,0.29365,0.3292,0,-27.89719579,28.63027828,
257,0.2899,0.2133,0.1107,0.1159,0.1319,0.1561,0.2076,0.2285,0.2261,0.2509,2,-28.23063955,29.0850332,
258,0.19185,0.09645,0.0916,0.0825,0.0836,0.10565,0.15805,0.18105,0.18135,0.20405,0,-27.63240729,29.25696918,
259,0.3096,0.2101,0.1197,0.1199,0.1342,0.1602,0.2182,0.2463,0.2397,0.2734,2,-27.80708493,27.95816059,
260,0.271,0.17205,0.1125,0.10845,0.10525,0.1352,0.20825,0.2368,0.23595,0.26095,0,-28.10252809,27.98217958,
261,0.26655,0.20125,0.10855,0.0984,0.0972,0.1149,0.1635,0.18665,0.18445,0.20785,0,-27.17775982,28.02841035,
262,0.2161,0.1377,0.0984,0.097,0.088,0.1239,0.2374,0.2777,0.2792,0.3005,0,-27.67420869,28.49739301,
263,0.37625,0.30875,0.1285,0.1345,0.1681,0.18995,0.22665,0.25295,0.2475,0.27745,0,-28.07112086,27.85017823,
264,0.3204,0.2539,0.1334,0.138,0.1582,0.1849,0.2183,0.2442,0.2423,0.277,0,-27.02037607,27.98080822,
265,0.296,0.2273,0.107,0.1099,0.1331,0.1584,0.1897,0.2137,0.2139,0.243,2,-27.74013824,28.5883016,
266,0.34485,0.28425,0.1282,0.13505,0.1701,0.19205,0.24085,0.2719,0.27255,0.30705,2,-27.81158679,28.69013349,
267,0.3629,0.2973,0.1199,0.12645,0.16235,0.18965,0.23425,0.2627,0.25905,0.29075,2,-28.03667543,28.91648324,
268,0.30365,0.23545,0.1182,0.12245,0.1506,0.1715,0.2056,0.2273,0.22495,0.25525,2,-27.91387492,28.77613626,
269,0.2549,0.1892,0.1063,0.1053,0.1152,0.139,0.1735,0.1939,0.1897,0.2168,2,-26.95291059,27.87009829,
270,0.3067,0.2083,0.1208,0.1236,0.1429,0.1738,0.2358,0.2685,0.2635,0.3002,0,-27.76874044,27.86957612,
271,0.2313,0.1559,0.11865,0.11295,0.11005,0.13955,0.21825,0.26135,0.2587,0.29425,0,-27.15680983,28.74072256,
272,0.24945,0.16645,0.10465,0.09495,0.10295,0.11955,0.1681,0.1939,0.19745,0.22505,0,-28.19673781,28.57185191,
273,0.2445,0.1656,0.1076,0.1037,0.1085,0.1297,0.191,0.217,0.2199,0.2457,0,-27.98971046,28.20525,
274,0.2664,0.2029,0.1133,0.0987,0.1044,0.1175,0.1562,0.1771,0.1752,0.2008,2,-26.93180976,28.86682081,
275,0.24695,0.15865,0.1025,0.1031,0.116,0.13895,0.20625,0.24045,0.2461,0.2846,0,-27.14919154,29.39981021,
276,0.23,0.1566,0.09475,0.0882,0.0984,0.11715,0.18865,0.22695,0.22995,0.253,2,-27.71237095,28.17018626,
277,0.27885,0.2028,0.108,0.1085,0.1201,0.14595,0.1836,0.20435,0.20545,0.2332,0,-26.97208143,27.70472235,
278,0.29015,0.1852,0.11065,0.10705,0.12175,0.1494,0.2058,0.23545,0.23535,0.2701,0,-26.83803829,27.70468237,
279,0.2463,0.1407,0.0951,0.0915,0.087,0.1179,0.1938,0.217,0.2167,0.2424,0,-27.56316419,28.65942486,
280,0.2482,0.1479,0.1087,0.0981,0.0993,0.1262,0.1732,0.1953,0.1967,0.2228,0,-28.33787062,28.71857555,
281,0.2632,0.1695,0.1086,0.1052,0.1033,0.1322,0.191,0.2156,0.2109,0.24,0,-27.75469278,27.94885793,
282,0.24075,0.1446,0.1029,0.1004,0.0992,0.1271,0.17865,0.1998,0.20145,0.21945,0,-27.57687143,28.05294204,
283,0.31595,0.22955,0.10545,0.1143,0.1245,0.1638,0.22205,0.25,0.2494,0.27945,0,-27.92824137,28.69116292,
284,0.2291,0.1466,0.1133,0.1274,0.1543,0.1769,0.2415,0.288,0.2856,0.297,2,-27.61301284,29.20938525,
285,0.2264,0.1165,0.0955,0.0951,0.08,0.1203,0.2065,0.2357,0.2334,0.2587,0,-27.49194464,28.24341954,
286,0.2435,0.17515,0.10375,0.09705,0.1056,0.1209,0.16415,0.1869,0.18945,0.2127,0,-27.53092139,29.32036419,
287,0.31475,0.23705,0.11085,0.11775,0.13505,0.1648,0.24455,0.28835,0.28325,0.3181,0,-26.93628224,28.41996241,
288,0.2628,0.1618,0.1088,0.1014,0.108,0.1249,0.1829,0.2089,0.2067,0.2388,0,-27.99433356,28.39986115,
289,0.2443,0.18465,0.0937,0.0857,0.10115,0.11915,0.1505,0.16755,0.1665,0.1873,2,-26.71623882,28.31777389,
290,0.2434,0.164,0.1148,0.1039,0.1143,0.1313,0.2072,0.2318,0.2294,0.2584,0,-26.70463434,28.84223903,
291,0.2472,0.1768,0.1066,0.1007,0.1065,0.1426,0.2278,0.2679,0.2647,0.3023,2,-27.09594756,28.84831536,
292,0.2507,0.1821,0.10605,0.0996,0.10375,0.1235,0.1749,0.19965,0.2001,0.2295,0,-27.998287,28.95162796,
293,0.2073,0.1127,0.093,0.0954,0.084,0.1333,0.2198,0.2549,0.2522,0.2908,0,-27.5937778,28.51287279,
294,0.1824,0.0879,0.0883,0.0866,0.0662,0.1043,0.2272,0.2716,0.2643,0.3013,0,-27.22138229,28.58588619,
295,0.28605,0.1845,0.1075,0.1011,0.10365,0.12915,0.1936,0.21955,0.21445,0.24515,0,-27.22367526,28.0558739,
296,0.24735,0.1565,0.10345,0.1075,0.0991,0.14125,0.263,0.3072,0.30435,0.33765,0,-27.36541657,28.07171582,
297,0.2957,0.2146,0.1185,0.1188,0.1426,0.1679,0.2267,0.2556,0.254,0.292,0,-26.96220798,27.81638993,
298,0.3095,0.2103,0.1218,0.1196,0.1316,0.1657,0.2282,0.2616,0.2646,0.3022,2,-28.15942667,28.46263073,
299,0.2227,0.1278,0.0962,0.0963,0.092,0.1425,0.2833,0.3298,0.3296,0.3726,0,-27.47544987,28.31016215,
300,0.21145,0.12435,0.0947,0.0908,0.07825,0.10895,0.2159,0.26475,0.26445,0.29315,0,-27.16694577,29.48391947,
301,0.26365,0.176,0.10405,0.0976,0.1067,0.12865,0.18205,0.20635,0.2073,0.24035,0,-27.09688905,28.68790471,
302,0.2779,0.2217,0.11345,0.1076,0.12365,0.14075,0.22845,0.27435,0.2634,0.3126,2,-28.09845651,28.53327887,
303,0.3266,0.2642,0.1263,0.1258,0.1533,0.1711,0.1973,0.2187,0.2199,0.248,2,-27.06875312,28.45837688,
304,0.28085,0.17365,0.11045,0.1017,0.10115,0.1289,0.20245,0.2324,0.2316,0.2603,0,-28.05476684,27.99070147,
305,0.19255,0.14735,0.10785,0.099,0.10875,0.1199,0.1603,0.17895,0.1729,0.19795,2,-26.67959749,29.22174089,
306,0.2844,0.17755,0.1074,0.10545,0.1026,0.13595,0.1948,0.2202,0.2172,0.25035,0,-27.05664773,28.54483629,
307,0.2845,0.2417,0.1214,0.1133,0.134,0.1452,0.1787,0.1964,0.195,0.2201,2,-26.89822444,27.86169596,
308,0.2646,0.1985,0.1056,0.1058,0.1157,0.1421,0.1999,0.2257,0.222,0.247,0,-28.01621409,28.99182939,
309,0.2,0.1033,0.0893,0.0836,0.0714,0.1083,0.1932,0.2189,0.2148,0.2441,0,-26.8197421,28.6655079,
310,0.2042,0.1479,0.1053,0.0933,0.0939,0.1085,0.187,0.2221,0.2193,0.2531,2,-27.86662403,28.85537289,
311,0.3484,0.3082,0.1309,0.1247,0.1431,0.1578,0.1798,0.1998,0.2078,0.226,0,-28.31019982,28.19118396,
312,0.2603,0.1777,0.1074,0.1055,0.1058,0.1298,0.1933,0.2232,0.2195,0.2472,0,-27.29415215,27.86075357,
313,0.2498,0.1495,0.1035,0.096,0.0985,0.1257,0.1761,0.1988,0.1915,0.2239,0,-26.86493424,27.71136382,
314,0.29185,0.19895,0.14265,0.1304,0.1385,0.15595,0.20315,0.23435,0.23715,0.26225,2,-27.38309356,28.82087103,
315,0.2384,0.1435,0.1121,0.1031,0.0959,0.122,0.1944,0.2228,0.2194,0.2415,0,-27.9883416,27.68123655,
316,0.363,0.3043,0.1303,0.13035,0.1566,0.1756,0.2018,0.2231,0.2254,0.24955,0,-28.02089719,28.53955505,
317,0.29465,0.2313,0.12195,0.12275,0.1389,0.1673,0.234,0.2657,0.26815,0.30605,2,-27.9557691,28.24003898,
318,0.25635,0.17215,0.10225,0.0954,0.1087,0.12595,0.1729,0.19615,0.1966,0.22575,0,-27.65185061,29.31878856,
319,0.3466,0.30225,0.12825,0.13395,0.1691,0.1928,0.2225,0.2435,0.2409,0.26495,0,-27.81624258,28.15331348,
320,0.2936,0.21055,0.11575,0.11165,0.13385,0.1498,0.1961,0.2206,0.22205,0.25245,0,-26.73072322,29.34407293,
321,0.2759,0.1928,0.111,0.1009,0.1017,0.1337,0.1921,0.2165,0.2124,0.2419,0,-27.78212903,28.49871676,
322,0.24955,0.17315,0.0955,0.09405,0.0944,0.11595,0.14975,0.16845,0.1673,0.19195,2,-27.99750554,28.88298171,
323,0.31325,0.2203,0.116,0.1176,0.14825,0.17195,0.20205,0.23115,0.23615,0.2733,2,-27.81020488,28.10884892,
324,0.2775,0.2165,0.10505,0.1086,0.1293,0.1628,0.1876,0.20825,0.2049,0.23185,0,-27.8506801,28.46348861,
325,0.2602,0.18795,0.10885,0.10135,0.10105,0.12245,0.1799,0.20305,0.1974,0.2266,2,-27.17569111,28.11085029,
326,0.2811,0.1838,0.1195,0.1126,0.1346,0.1545,0.2296,0.26,0.2622,0.2897,2,-27.7402671,28.98044636,
327,0.25315,0.1781,0.10275,0.0987,0.112,0.1316,0.21815,0.25165,0.2554,0.2793,2,-27.78143887,29.07150309,
328,0.2862,0.2148,0.1221,0.1145,0.1218,0.1431,0.1915,0.2159,0.217,0.2385,0,-27.45929837,28.1213981,
329,0.3094,0.2396,0.1172,0.1157,0.1334,0.159,0.2211,0.2606,0.2581,0.2931,0,-28.49721425,28.17377768,
330,0.2358,0.13505,0.09675,0.0986,0.0885,0.13055,0.2414,0.2913,0.2884,0.3331,0,-27.35375117,28.03729099,
331,0.2222,0.1524,0.09605,0.0883,0.09715,0.1154,0.19635,0.2342,0.23825,0.2639,0,-27.01418688,29.41439314,
332,0.2926,0.182,0.1125,0.1088,0.1133,0.1416,0.2179,0.2553,0.2556,0.2984,0,-28.31461439,28.22313387,
333,0.2798,0.17405,0.14415,0.1545,0.1422,0.1968,0.32625,0.38245,0.37745,0.41645,2,-27.23671269,28.6128692,
334,0.21805,0.13005,0.10145,0.09935,0.1007,0.13045,0.1987,0.23245,0.2339,0.26365,0,-27.43830087,28.31883121,
335,0.2585,0.1672,0.1036,0.1027,0.1038,0.133,0.2042,0.2362,0.232,0.2685,0,-26.74815877,28.07139665,
336,0.2417,0.15155,0.10495,0.09965,0.09685,0.12635,0.1863,0.20795,0.21235,0.229,0,-27.71778464,28.04448768,
337,0.2408,0.1606,0.1079,0.0997,0.1076,0.1329,0.1762,0.1988,0.1994,0.2195,0,-28.57654659,27.93412965,
338,0.2582,0.1471,0.1168,0.097,0.0993,0.1316,0.2073,0.2419,0.2385,0.2732,0,-26.9317843,28.88190817,
339,0.2391,0.1332,0.09945,0.09205,0.09505,0.12265,0.17885,0.2021,0.19865,0.22915,0,-26.69107065,28.22032847,
340,0.3229,0.2456,0.1235,0.1223,0.1517,0.1679,0.1973,0.2222,0.2251,0.2612,2,-26.95777852,27.83877693,
341,0.26605,0.16695,0.1096,0.1,0.11855,0.1402,0.21125,0.2453,0.24645,0.26775,0,-27.08045351,29.11479291,
342,0.2761,0.2069,0.1089,0.1117,0.1253,0.1553,0.2122,0.2413,0.2376,0.2721,2,-26.96735416,27.6498486,
343,0.2404,0.1687,0.1131,0.1002,0.1141,0.1275,0.1891,0.2156,0.2108,0.2401,0,-26.90634055,28.80308109,
344,0.2699,0.1726,0.1027,0.0951,0.0934,0.1187,0.1772,0.2006,0.2042,0.2233,0,-27.73269457,28.30722897,
345,0.23675,0.15025,0.10915,0.10295,0.1086,0.1316,0.17805,0.1985,0.19475,0.2206,0,-26.90441514,28.36414313,
346,0.24405,0.1572,0.0952,0.09405,0.09135,0.12185,0.16725,0.1908,0.19305,0.2188,0,-26.6977403,28.31312412,
347,0.2106,0.1242,0.1085,0.1,0.0845,0.1165,0.218,0.2623,0.2466,0.2907,0,-29.0480993,31.4437608,
348,0.1595,0.0821,0.1069,0.1008,0.0811,0.0947,0.2058,0.256,0.2393,0.2841,0,-29.05710587,31.59830242,
349,0.21375,0.13315,0.10345,0.09985,0.09035,0.11915,0.21085,0.24915,0.23895,0.27345,0,-30.43836396,29.96661236,
350,0.2104,0.159,0.112,0.0988,0.0848,0.0992,0.1829,0.2095,0.1931,0.2298,0,-29.01107422,31.47866384,
351,0.1678,0.0841,0.1095,0.0949,0.0719,0.0982,0.1882,0.2232,0.2044,0.2448,1,-29.02201868,31.51682806,
352,0.16095,0.0918,0.10825,0.09015,0.0673,0.09165,0.1765,0.20795,0.19765,0.2289,0,-28.76364187,31.60283549,
353,0.2349,0.1427,0.1185,0.1106,0.1072,0.1371,0.2176,0.2531,0.2486,0.2834,0,-30.17827206,30.58422899,
