idx,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,class,lat,lon,desc
354,0.2526,0.1397,0.1011,0.0972,0.09055,0.1255,0.2135,0.24885,0.2466,0.2842,0,-29.50730403,30.87035645,
355,0.1998,0.0972,0.0961,0.092,0.0665,0.1133,0.2427,0.2868,0.2803,0.3205,0,-29.79566102,30.48254868,
356,0.23175,0.1541,0.102,0.09685,0.0997,0.1257,0.1909,0.2213,0.2128,0.24095,0,-30.470031,29.92513568,
357,0.18445,0.1117,0.0936,0.0863,0.0698,0.0955,0.16195,0.1867,0.1814,0.2063,0,-30.33526917,30.12722394,
358,0.164,0.0836,0.1098,0.0958,0.0738,0.0995,0.1917,0.234,0.2147,0.259,0,-29.083153,31.5985279,
359,0.17235,0.09015,0.0902,0.0832,0.06435,0.0922,0.21515,0.26535,0.2577,0.28975,1,-29.82194574,30.45898195,
360,0.1661,0.07055,0.11275,0.1026,0.0689,0.09895,0.26305,0.33215,0.3157,0.3587,1,-28.9670665,31.72641828,
361,0.22265,0.1245,0.09665,0.09055,0.0825,0.11375,0.19475,0.2308,0.2254,0.2606,0,-29.77727975,30.4642628,
362,0.1755,0.0882,0.1132,0.0986,0.0799,0.109,0.2241,0.2835,0.2614,0.3155,0,-29.06697352,31.60491158,
363,0.2225,0.1301,0.1114,0.1003,0.0902,0.1208,0.2102,0.2471,0.2428,0.2779,0,-28.6811998,31.57674864,
364,0.18375,0.09995,0.10565,0.09105,0.07095,0.0988,0.21815,0.2647,0.25215,0.2903,0,-30.23661222,30.48181106,
365,0.1257,0.05645,0.10275,0.0912,0.0667,0.0845,0.20615,0.2669,0.2612,0.2973,1,-29.9276512,30.63375791,
366,0.1935,0.1055,0.0926,0.085,0.0712,0.106,0.1959,0.2296,0.2206,0.2502,0,-29.5515358,30.76238379,
367,0.1834,0.11315,0.1016,0.09635,0.08435,0.11225,0.21345,0.25955,0.25365,0.28375,0,-29.41606328,30.72097326,
368,0.1832,0.10815,0.09885,0.0886,0.07945,0.10485,0.1802,0.2093,0.2056,0.23465,0,-29.87755163,30.26243764,
369,0.20595,0.11365,0.11565,0.1019,0.07985,0.1099,0.1902,0.22495,0.21205,0.24865,0,-29.11719159,31.50853621,
370,0.19015,0.10375,0.0943,0.0839,0.0704,0.0992,0.1968,0.2363,0.2274,0.2601,0,-29.71055642,30.70196656,
371,0.1297,0.0603,0.0828,0.072,0.0486,0.0766,0.1764,0.2105,0.2063,0.2325,0,-29.53745053,30.60191188,
372,0.181,0.1061,0.1154,0.0985,0.0853,0.1096,0.182,0.2148,0.205,0.2383,1,-28.7582341,31.60333247,
373,0.20435,0.12045,0.12005,0.10945,0.0991,0.1306,0.2111,0.2445,0.22605,0.2649,1,-28.71143273,31.63311833,
374,0.1374,0.0587,0.0855,0.0727,0.0463,0.0726,0.20815,0.26335,0.25755,0.2919,1,-29.82094194,30.33594342,
375,0.1066,0.048,0.0967,0.0784,0.0525,0.0719,0.1431,0.1696,0.1638,0.1879,0,-30.49228507,30.33675414,
376,0.20155,0.1084,0.11055,0.09905,0.0738,0.1058,0.218,0.2643,0.2489,0.2919,1,-28.92309643,31.61270887,
377,0.1503,0.074,0.084,0.0734,0.0601,0.0838,0.153,0.1806,0.174,0.2017,0,-29.51434554,30.72201303,
378,0.1884,0.11805,0.09505,0.087,0.0809,0.1081,0.17065,0.1973,0.1898,0.2185,0,-29.39016898,30.54081203,
379,0.1412,0.0657,0.0927,0.0841,0.0578,0.0883,0.2209,0.2814,0.2667,0.3084,1,-29.58767946,30.48388357,
380,0.227,0.1645,0.1137,0.10055,0.0922,0.11965,0.19605,0.22575,0.22055,0.2521,0,-28.79586529,31.41623298,
381,0.2105,0.11475,0.1018,0.0903,0.06745,0.10035,0.19275,0.2244,0.21755,0.25235,0,-28.78450389,31.33666772,
382,0.25365,0.1719,0.09685,0.0889,0.0958,0.11795,0.17055,0.194,0.19105,0.21565,0,-30.46730682,29.94728134,
383,0.1691,0.0866,0.10945,0.09805,0.0704,0.0997,0.21835,0.2715,0.25595,0.296,0,-29.00808659,31.59860765,
384,0.1217,0.0581,0.0808,0.0689,0.0495,0.072,0.16765,0.19795,0.19035,0.2156,0,-30.26394664,30.07545267,
385,0.1396,0.0601,0.1071,0.0945,0.071,0.0997,0.1931,0.2336,0.2197,0.2514,1,-29.01304575,31.59275302,
386,0.21635,0.12845,0.1009,0.0936,0.08905,0.11765,0.1901,0.2216,0.2142,0.2497,0,-29.35592168,30.93618658,
387,0.1847,0.0868,0.0898,0.0837,0.0632,0.1001,0.2257,0.2736,0.264,0.3036,0,-29.51014881,30.72385552,
388,0.1748,0.0916,0.10085,0.0896,0.06895,0.09495,0.2099,0.2575,0.2552,0.2878,1,-29.91708146,30.44035682,
389,0.2024,0.1194,0.1135,0.1009,0.0916,0.1146,0.1881,0.2163,0.2004,0.236,0,-28.64909927,31.57855004,
390,0.2225,0.139,0.10755,0.09985,0.096,0.12,0.2365,0.28035,0.26765,0.30575,1,-30.13201738,30.17973306,
391,0.20185,0.10675,0.1121,0.09985,0.08225,0.10725,0.1985,0.23395,0.2189,0.26045,0,-29.12505638,31.48685261,
392,0.1184,0.0528,0.08555,0.0773,0.05115,0.07845,0.21065,0.27205,0.26845,0.3017,1,-29.44465291,30.64048362,
393,0.2548,0.1546,0.117,0.1042,0.0954,0.1321,0.2236,0.2585,0.2575,0.2897,0,-28.71785902,31.49179763,
394,0.1749,0.08235,0.1136,0.1033,0.0754,0.10755,0.23335,0.29295,0.2779,0.3256,1,-28.97691691,31.69107996,
395,0.1727,0.0955,0.09425,0.08655,0.0716,0.10145,0.1934,0.22865,0.2238,0.25455,0,-29.8091944,30.58891642,
396,0.24445,0.1385,0.09765,0.0938,0.08645,0.1205,0.2059,0.24335,0.2367,0.27285,0,-30.33647757,30.13822724,
397,0.145,0.07295,0.0996,0.08625,0.06645,0.08595,0.17595,0.21175,0.20145,0.2366,0,-29.57368628,31.05911057,
398,0.20015,0.1061,0.10135,0.089,0.07215,0.1024,0.20325,0.24375,0.23925,0.27635,0,-28.70991283,31.42975723,
399,0.1649,0.0829,0.0922,0.0901,0.0649,0.09975,0.2131,0.25465,0.25075,0.28105,1,-29.4098937,30.66931423,
400,0.18235,0.0997,0.0921,0.0869,0.07255,0.1063,0.1983,0.23475,0.23205,0.2639,0,-29.29122837,30.73314212,
401,0.1964,0.0984,0.0931,0.0869,0.0659,0.1093,0.2504,0.3014,0.2894,0.3339,0,-29.61135899,30.89077752,
402,0.1638,0.0947,0.0907,0.0809,0.067,0.0918,0.1888,0.2254,0.2165,0.2459,0,-29.48073105,30.64805321,
403,0.1857,0.0988,0.09025,0.08395,0.06895,0.10465,0.2076,0.2474,0.24185,0.2811,0,-29.46794495,30.69488182,
404,0.2308,0.14985,0.10095,0.09485,0.08925,0.11115,0.17275,0.19535,0.1903,0.217,0,-30.53902897,29.97868586,
405,0.1935,0.11645,0.09425,0.0856,0.07375,0.10575,0.19905,0.23625,0.22835,0.26115,0,-29.25076776,30.789783,
406,0.2203,0.1294,0.11965,0.10075,0.08665,0.10875,0.18385,0.2157,0.212,0.2426,0,-28.68986826,31.57817907,
407,0.1628,0.0754,0.09365,0.0916,0.06635,0.10495,0.2327,0.28655,0.2853,0.32175,0,-29.34962032,30.79267521,
408,0.15545,0.07265,0.09785,0.08165,0.0609,0.0866,0.21965,0.27405,0.26315,0.30035,0,-28.67463285,31.43421921,
409,0.2259,0.128,0.11405,0.10205,0.091,0.12475,0.2045,0.2361,0.2343,0.26505,0,-30.55516551,29.99931537,
410,0.1615,0.0838,0.0913,0.0833,0.0597,0.0862,0.2035,0.2499,0.2341,0.2706,0,-29.61489049,30.56886952,
411,0.1867,0.1133,0.0946,0.08855,0.0782,0.11215,0.17515,0.1991,0.19825,0.21965,0,-30.11858868,30.08268671,
412,0.0991,0.0324,0.0776,0.0582,0.0353,0.0589,0.2198,0.2901,0.2786,0.3185,0,-29.51145393,30.5558917,
413,0.1762,0.0965,0.094,0.0865,0.0596,0.0945,0.1992,0.2367,0.235,0.2688,0,-29.22154362,30.79002093,
414,0.2247,0.11795,0.0975,0.0913,0.0782,0.1125,0.21675,0.2587,0.24605,0.28845,0,-29.50428075,30.87979205,
415,0.2625,0.19985,0.10835,0.0982,0.10565,0.12645,0.18825,0.21875,0.2131,0.2483,0,-30.06753235,30.16737064,
416,0.1825,0.10265,0.0948,0.0874,0.0756,0.10125,0.19,0.22505,0.2212,0.24905,0,-29.79355057,30.51686523,
417,0.1634,0.09005,0.0998,0.08465,0.06785,0.09465,0.1928,0.23125,0.22065,0.2565,0,-29.21365028,31.14560948,
418,0.2548,0.16435,0.10965,0.1,0.10115,0.13425,0.2169,0.2563,0.2471,0.28655,0,-30.23471521,30.34204996,
419,0.1525,0.105,0.0884,0.0738,0.0682,0.0799,0.0997,0.1128,0.109,0.1268,0,-29.74258333,30.35392629,
420,0.1926,0.1181,0.1087,0.0913,0.0744,0.0958,0.1826,0.2111,0.202,0.2237,0,-28.75303091,31.49119016,
421,0.23465,0.14275,0.112,0.10875,0.1033,0.13055,0.2283,0.2626,0.25675,0.2868,0,-29.70722867,30.745466,
422,0.278,0.179,0.1052,0.1,0.1082,0.13255,0.18785,0.2134,0.20855,0.2386,0,-30.53832075,30.03522132,
423,0.2047,0.1097,0.1108,0.0972,0.0827,0.1135,0.1926,0.2286,0.2211,0.2601,0,-30.5710526,30.38641562,
424,0.143,0.06295,0.10165,0.0916,0.0616,0.0959,0.251,0.32285,0.3192,0.3615,1,-30.01099045,30.54982634,
425,0.1771,0.1148,0.0891,0.0781,0.0664,0.0887,0.1721,0.2063,0.1982,0.2317,0,-29.7609598,30.33981465,
426,0.25595,0.1687,0.1016,0.09495,0.0928,0.1179,0.1876,0.2185,0.2173,0.2454,0,-30.43547977,29.99662379,
427,0.15485,0.08345,0.0898,0.0859,0.06235,0.0953,0.227,0.2841,0.26825,0.3079,1,-29.7351082,30.41180446,
428,0.21125,0.11585,0.12055,0.1052,0.08825,0.10865,0.2265,0.2721,0.26185,0.30625,0,-28.88478815,31.50529165,
429,0.0691,0.0259,0.0887,0.062,0.0388,0.0466,0.1419,0.1825,0.1769,0.1961,1,-30.32054432,30.47188236,
430,0.2429,0.13365,0.0973,0.09255,0.0758,0.11305,0.2151,0.2544,0.25175,0.28915,0,-29.21888227,30.84941528,
431,0.1597,0.087,0.11575,0.09895,0.07305,0.0932,0.1862,0.22165,0.21205,0.2457,1,-28.90925194,31.63174738,
432,0.16385,0.0766,0.109,0.0941,0.07295,0.093,0.20425,0.24525,0.24465,0.27675,0,-30.29257998,30.40576254,
433,0.222,0.1437,0.0984,0.0955,0.0925,0.1188,0.19555,0.224,0.2169,0.2454,0,-30.44774006,29.96661241,
434,0.1694,0.0813,0.10135,0.0922,0.06775,0.10075,0.18875,0.2216,0.21305,0.2468,1,-29.52835655,31.17239233,
435,0.2348,0.13085,0.10305,0.09495,0.09565,0.12215,0.222,0.2649,0.2606,0.3059,0,-29.46576512,30.43565617,
436,0.1851,0.0857,0.093,0.08765,0.0681,0.10875,0.227,0.27535,0.26565,0.31295,0,-29.47584572,30.89194358,
437,0.1927,0.09835,0.1109,0.102,0.07955,0.1103,0.23545,0.2884,0.28005,0.32245,1,-29.41880496,31.17964996,
438,0.2588,0.1837,0.1134,0.104,0.1082,0.13,0.1904,0.2168,0.2144,0.2397,0,-28.57717246,31.38073769,
439,0.1692,0.08655,0.1125,0.0993,0.0746,0.10455,0.20115,0.239,0.22705,0.2623,0,-28.9649956,31.59013001,
440,0.23905,0.1482,0.11455,0.09955,0.0949,0.1178,0.18305,0.21045,0.21145,0.2387,0,-28.58269751,31.38523609,
441,0.18445,0.1117,0.09325,0.08755,0.07615,0.1042,0.18355,0.214,0.2052,0.2335,0,-29.41424866,30.5501131,
442,0.19155,0.1162,0.10525,0.09295,0.079,0.10445,0.18725,0.2223,0.2179,0.25115,0,-28.83974496,31.37091608,
443,0.1729,0.10655,0.091,0.08325,0.07115,0.09315,0.2102,0.26495,0.26035,0.2894,1,-29.42065168,30.66991311,
444,0.1196,0.0522,0.1031,0.0839,0.0599,0.0745,0.196,0.2534,0.2437,0.2846,1,-29.00309088,31.63773105,
445,0.20445,0.10825,0.1142,0.0973,0.0794,0.10915,0.2238,0.2693,0.26035,0.2986,0,-28.66308424,31.5169195,
446,0.15615,0.0961,0.0955,0.0907,0.06915,0.09455,0.24575,0.30985,0.3063,0.3437,1,-29.4426082,30.70521947,
447,0.1386,0.06545,0.0864,0.0673,0.0513,0.07115,0.1588,0.2005,0.2015,0.2325,0,-30.30301619,30.22129512,
448,0.21725,0.13435,0.10265,0.09525,0.0925,0.11595,0.18015,0.209,0.2041,0.2334,0,-29.35823327,30.91520096,
449,0.2114,0.11945,0.09865,0.09105,0.0809,0.1085,0.2234,0.26755,0.25855,0.2959,0,-29.71559181,30.75045112,
450,0.2006,0.1123,0.0986,0.0917,0.0773,0.11315,0.2035,0.24165,0.2342,0.2724,0,-29.33982432,30.91747961,
451,0.2478,0.15975,0.12615,0.1213,0.1134,0.1387,0.2207,0.25865,0.2523,0.28665,0,-30.79538498,30.3555432,
452,0.1937,0.10605,0.09115,0.08575,0.06845,0.1001,0.1932,0.2243,0.215,0.24255,0,-30.30315383,30.011044,
453,0.2333,0.13585,0.11675,0.10525,0.0909,0.12935,0.2017,0.23245,0.22355,0.2598,0,-30.68696599,30.08852678,
454,0.18565,0.10185,0.1072,0.1023,0.0802,0.11315,0.2493,0.3092,0.2942,0.33715,0,-29.39956146,30.46100121,
455,0.1584,0.07205,0.0888,0.07905,0.05365,0.08755,0.2072,0.2508,0.2384,0.2801,0,-29.48090873,30.88946996,
456,0.2123,0.1102,0.1099,0.0994,0.0845,0.1121,0.2065,0.246,0.2389,0.2803,0,-28.82337186,31.75257336,
457,0.181,0.0965,0.1057,0.0938,0.0731,0.0967,0.1913,0.232,0.2141,0.2563,0,-29.14280671,31.49680665,
458,0.1559,0.07155,0.10485,0.0968,0.0652,0.0966,0.2356,0.2974,0.27775,0.3267,1,-29.20925217,31.49087826,
459,0.21405,0.1264,0.11655,0.1047,0.08735,0.1229,0.21015,0.24485,0.23625,0.271,1,-28.95832988,31.64965876,
460,0.16465,0.07665,0.1054,0.08905,0.06635,0.09535,0.21295,0.26555,0.2549,0.29615,0,-29.11462085,31.54791332,
461,0.2053,0.1193,0.1003,0.0915,0.07,0.107,0.211,0.2499,0.2476,0.281,0,-30.30875646,30.24785085,
462,0.1758,0.086,0.0952,0.0905,0.0635,0.0996,0.257,0.324,0.3169,0.3614,0,-29.78714812,30.42811364,
463,0.1811,0.121,0.09645,0.08185,0.07115,0.09755,0.2008,0.2424,0.2381,0.27155,0,-30.29322669,30.13427104,
464,0.18005,0.09195,0.11695,0.107,0.0848,0.11515,0.23415,0.28705,0.2663,0.3124,1,-28.98250383,31.65383298,
465,0.14145,0.06715,0.08875,0.0805,0.05555,0.08695,0.21725,0.27945,0.28065,0.31485,1,-29.42891601,30.68285292,
466,0.26555,0.17195,0.1077,0.1068,0.1151,0.14115,0.2039,0.23665,0.22675,0.25805,0,-30.35100248,30.06638913,
467,0.19845,0.1053,0.1029,0.09385,0.07485,0.1121,0.2016,0.2371,0.2256,0.2641,0,-29.52602073,31.18391526,
468,0.1804,0.1049,0.1007,0.0885,0.0654,0.0897,0.1847,0.2211,0.2169,0.2456,0,-30.51058281,30.30799157,
469,0.2097,0.1097,0.095,0.0924,0.07,0.1045,0.2212,0.2627,0.2566,0.2954,1,-29.283367,30.63546347,
470,0.1133,0.0454,0.07755,0.0612,0.0389,0.06795,0.18765,0.2373,0.2352,0.2655,0,-30.21807212,30.22123382,
471,0.1548,0.0729,0.09655,0.07905,0.0591,0.08265,0.2147,0.2736,0.2703,0.3024,1,-30.30229914,30.42126743,
472,0.1807,0.08635,0.1202,0.1075,0.0824,0.10865,0.2304,0.28655,0.27185,0.31285,1,-28.73730107,31.51356934,
473,0.18,0.10835,0.09385,0.07405,0.0646,0.0855,0.1355,0.15695,0.15245,0.17725,1,-29.92498139,30.3237142,
474,0.09635,0.0331,0.0778,0.05935,0.03745,0.05835,0.1907,0.25435,0.24775,0.2818,0,-29.32473158,30.58669132,
475,0.1649,0.0793,0.1,0.0911,0.0651,0.0942,0.2107,0.255,0.2381,0.2793,0,-29.1809828,31.16443879,
476,0.2537,0.1582,0.1135,0.1022,0.1072,0.1368,0.2021,0.2391,0.2288,0.2653,0,-30.10108404,30.34742668,
477,0.1452,0.06775,0.09055,0.0884,0.05835,0.09405,0.2428,0.30725,0.30485,0.34475,1,-29.4650253,30.68711025,
478,0.1546,0.0742,0.0902,0.0878,0.0608,0.095,0.2215,0.2756,0.27135,0.3058,1,-29.4123376,30.65221548,
479,0.1179,0.0483,0.0826,0.0707,0.0422,0.0709,0.1885,0.2313,0.2196,0.2538,0,-29.56348587,30.66856681,
480,0.22575,0.12815,0.10545,0.1014,0.09135,0.11655,0.1925,0.22255,0.2169,0.2501,0,-30.44546738,30.10264817,
481,0.2371,0.1454,0.1137,0.1066,0.0934,0.1233,0.2183,0.2577,0.2504,0.2864,0,-30.12126378,30.53277831,
482,0.1548,0.06985,0.09285,0.0903,0.06115,0.10115,0.2312,0.28075,0.27575,0.3086,1,-29.36353687,30.6946276,
483,0.17325,0.1344,0.0987,0.0908,0.08265,0.1001,0.16495,0.19245,0.1881,0.21355,1,-29.38171395,30.7036506,
484,0.18285,0.0856,0.11225,0.10165,0.0774,0.10455,0.2325,0.2917,0.2673,0.3209,1,-28.99873543,31.60157876,
485,0.1832,0.1108,0.1182,0.1063,0.0896,0.108,0.1996,0.2381,0.231,0.2613,0,-28.91707445,31.69544896,
486,0.2739,0.1839,0.1088,0.1049,0.1085,0.1386,0.2099,0.2412,0.2397,0.2678,0,-30.50983116,29.93134725,
487,0.1833,0.0929,0.1128,0.1053,0.0807,0.1126,0.2103,0.2467,0.2364,0.2709,1,-28.96969521,31.61862847,
488,0.198,0.09905,0.09975,0.0894,0.06815,0.1093,0.24545,0.29095,0.27715,0.3227,0,-29.33172864,30.98619849,
489,0.17225,0.0811,0.0901,0.07835,0.0555,0.0846,0.21105,0.26275,0.2563,0.2945,0,-29.64208423,30.77793728,
490,0.2704,0.1702,0.12135,0.1107,0.1038,0.13035,0.19925,0.22745,0.222,0.2552,0,-28.69706609,31.65531436,
491,0.192,0.09745,0.10005,0.0914,0.0726,0.10505,0.21295,0.2587,0.2504,0.29235,0,-29.91413094,30.82155607,
492,0.1812,0.09815,0.09575,0.0855,0.0723,0.10065,0.19125,0.22595,0.2215,0.25065,0,-29.29661253,30.9009236,
493,0.16645,0.0704,0.0953,0.09265,0.05975,0.0993,0.2736,0.35665,0.3426,0.39315,0,-29.4676651,30.46848921,
494,0.23305,0.1429,0.1003,0.0942,0.0875,0.11355,0.20805,0.24545,0.23875,0.27485,0,-29.34091594,30.89859695,
495,0.20515,0.1132,0.11415,0.1052,0.08415,0.11395,0.21275,0.2521,0.23835,0.2812,0,-29.12280698,31.4768871,
496,0.15995,0.06675,0.09205,0.08845,0.05615,0.09075,0.2751,0.35955,0.34185,0.3898,1,-29.30284089,30.50890404,
497,0.1801,0.0894,0.1043,0.0902,0.0682,0.0915,0.1872,0.2176,0.2103,0.2404,1,-29.09412546,31.4832731,
498,0.1877,0.1001,0.1063,0.0933,0.0759,0.1002,0.1569,0.183,0.1813,0.2074,0,-28.83499374,31.42589529,
499,0.2118,0.1606,0.10695,0.1034,0.1131,0.1405,0.2056,0.2333,0.2251,0.25515,0,-29.78369922,30.62462465,
500,0.1184,0.05905,0.0856,0.0724,0.05025,0.07255,0.1785,0.224,0.21865,0.24525,0,-29.43753976,30.70121901,
501,0.1321,0.0629,0.1016,0.0804,0.0568,0.0827,0.197,0.2304,0.2228,0.2512,0,-28.89278391,31.73631649,
502,0.1674,0.0714,0.08575,0.0794,0.0529,0.0957,0.26265,0.32335,0.3142,0.3596,1,-30.5752721,29.98984695,
503,0.1537,0.0733,0.0903,0.0833,0.0576,0.0942,0.204,0.244,0.2349,0.2696,0,-29.7575815,30.66190644,
504,0.2615,0.181,0.1256,0.1157,0.1048,0.1281,0.1899,0.2185,0.2115,0.2414,0,-28.80168904,31.57801563,
505,0.14715,0.0821,0.0901,0.0795,0.05945,0.08565,0.18865,0.22545,0.2189,0.24465,0,-29.51559409,30.66101392,
506,0.12345,0.04745,0.0796,0.0629,0.0377,0.05765,0.186,0.23555,0.2294,0.2605,0,-29.30841496,30.49336887,
507,0.17985,0.0917,0.1123,0.1023,0.0789,0.1093,0.2085,0.25155,0.2371,0.27935,1,-29.0331029,31.61351829,
508,0.2034,0.1048,0.1184,0.1149,0.0896,0.1147,0.2612,0.2991,0.2851,0.3285,0,-28.72643101,31.56852932,
509,0.17155,0.0869,0.0998,0.08815,0.06345,0.09465,0.188,0.22225,0.2119,0.2464,0,-28.92381733,31.46508415,
510,0.2078,0.127,0.1128,0.0974,0.0846,0.1071,0.1874,0.2237,0.2076,0.2427,0,-29.12815879,31.38197987,
511,0.2696,0.1877,0.1201,0.1096,0.1073,0.1284,0.1962,0.229,0.2131,0.2496,0,-28.68768271,31.62550142,
512,0.1459,0.0678,0.1007,0.08835,0.06015,0.0857,0.2249,0.28965,0.2788,0.31965,1,-29.43297619,31.1129937,
513,0.16005,0.0931,0.1085,0.09345,0.0744,0.0932,0.1768,0.20945,0.19685,0.23045,1,-28.97438365,31.67108104,
514,0.1218,0.04945,0.0894,0.0697,0.04745,0.07005,0.2016,0.25995,0.2522,0.2876,0,-28.66844495,31.37707995,
515,0.19025,0.09455,0.11095,0.10055,0.0766,0.10885,0.21585,0.25695,0.2491,0.287,1,-29.14501263,31.47843355,
516,0.1647,0.0721,0.106,0.0966,0.0651,0.0926,0.2471,0.3114,0.2903,0.3443,1,-29.25626179,31.4433083,
517,0.1722,0.097,0.1138,0.0941,0.0652,0.0953,0.183,0.2213,0.2076,0.2443,1,-28.69649966,31.73380166,
518,0.18375,0.0981,0.10185,0.0964,0.07215,0.10735,0.2326,0.2836,0.27705,0.316,1,-29.91583294,30.58542928,
519,0.2488,0.153,0.1144,0.1012,0.0887,0.1105,0.1983,0.2255,0.2138,0.2471,0,-28.74117626,31.53669752,
520,0.14645,0.0659,0.09195,0.0864,0.0577,0.0922,0.2425,0.30855,0.30455,0.34075,1,-29.37368394,30.74637102,
521,0.24575,0.16055,0.11465,0.11325,0.1115,0.13595,0.2154,0.248,0.2426,0.2734,0,-29.71333295,30.72477962,
522,0.19455,0.09865,0.09855,0.0954,0.0712,0.10725,0.25295,0.31285,0.30315,0.3471,1,-30.71608571,30.28331495,
523,0.24795,0.13785,0.09805,0.09315,0.0785,0.12545,0.2322,0.27305,0.2769,0.3155,0,-30.29279387,30.18625949,
524,0.1902,0.0826,0.0969,0.0901,0.0656,0.1069,0.267,0.3364,0.3299,0.3823,1,-30.68163253,30.43754366,
525,0.2267,0.1263,0.1028,0.0967,0.1042,0.1266,0.1934,0.2242,0.2229,0.257,1,-29.75940588,30.5507247,
526,0.2001,0.10655,0.09985,0.0951,0.076,0.11275,0.22815,0.27025,0.27445,0.3039,1,-29.9554797,30.47378069,
527,0.1867,0.0887,0.0916,0.0827,0.0586,0.0939,0.225,0.2746,0.2743,0.3066,0,-29.24370673,30.768638,
528,0.185,0.0956,0.1041,0.0921,0.0754,0.1102,0.2351,0.2851,0.2824,0.3188,0,-30.05012534,30.6685124,
529,0.17835,0.09895,0.1131,0.0974,0.07845,0.1015,0.16755,0.1957,0.18285,0.215,0,-28.88965906,31.62748202,
530,0.2145,0.12195,0.1205,0.1034,0.09305,0.1222,0.2022,0.23865,0.2218,0.2642,0,-28.88736628,31.65989009,