idx,B1,B10,B11,B2,B3,B4,B5,B6,B7,B8,B9,BQA,amplitude,phase,class,croptype 
266,0.118026152,302.7787476,301.0648193,0.099345274,0.089639381,0.079665065,0.24891302,0.208110511,0.116051808,0.082064956,0.00155799,20480,0.096651448,2.038666235,0,Others
267,0.127513334,307.1723633,305.0599976,0.111393854,0.103914946,0.108037867,0.246341094,0.297662973,0.222179592,0.100545481,0.001411504,20480,0.078122895,3.073426782,1,Sugarcane
268,0.156586185,306.2494202,304.117157,0.136603624,0.117463708,0.109302163,0.258424968,0.285531461,0.201470301,0.108339146,0.001661195,20480,0.068801774,2.18161015,0,Others
269,0.144077599,302.8977356,300.7374573,0.123837702,0.118189357,0.099563271,0.278634459,0.255121946,0.140694395,0.105234027,0.001143113,20480,0.12133867,1.545414547,0,Others
270,0.12310221,300.5973511,298.9723816,0.103180148,0.093437918,0.078718528,0.257023871,0.202175379,0.115524806,0.083764777,0.001365761,20480,0.075364543,0.161840143,1,Sugarcane
271,0.137783319,303.6754456,301.4007874,0.118864186,0.117588788,0.114449948,0.301528126,0.255670309,0.163313612,0.11749538,0.001793121,20480,0.076332251,1.673045547,0,Others
272,0.138163999,293.4175415,292.8475952,0.120493509,0.097911276,0.064379372,0.043257095,0.029434603,0.024277659,0.084512644,0.001098285,20512,0.132424734,-0.631409486,0,Others
273,0.122744642,306.7813721,305.6913452,0.112614699,0.113576517,0.129199445,0.248557985,0.287354827,0.203741193,0.118690491,0.001369132,20480,0.143675098,1.460866161,0,Others
274,0.100316867,300.476532,299.7175903,0.079158932,0.058808543,0.044352531,0.181161642,0.12977466,0.072882153,0.050071441,0.00161661,20512,0.217917613,-2.964579031,0,Others
275,0.187376201,302.8374329,301.2077026,0.17476359,0.176353574,0.188970506,0.271689832,0.337390184,0.291061938,0.174558118,0.001192219,20480,0.042475736,-1.505859387,0,Others
276,0.176903293,304.4753723,302.3562012,0.153595626,0.136759758,0.12400043,0.2882303,0.234662592,0.151843339,0.130241916,0.001773404,20480,0.043665372,1.255548334,1,Sugarcane
277,0.102010094,300.8515625,300.2442017,0.079646662,0.058296792,0.04418654,0.21917133,0.133083194,0.055747703,0.052634351,0.001790537,20512,0.207244059,-2.729690019,0,Others
278,0.137469813,302.0436401,299.5641479,0.120473631,0.113890126,0.104440339,0.268890351,0.233663693,0.145854369,0.10914284,0.00127157,20480,0.032931463,2.008007314,0,Others
279,0.140767202,302.7329102,300.7730103,0.126211435,0.124753289,0.121526092,0.267784745,0.270558953,0.185632154,0.113912731,0.001246474,20480,0.054077949,1.075830566,0,Others
280,0.132830724,303.2339172,301.7436523,0.12072362,0.116998583,0.135576084,0.266527563,0.279822111,0.228133976,0.122125126,0.001547216,20480,0.181255729,2.84318938,1,Sugarcane
281,0.109095767,305.5538635,304.6659851,0.091651455,0.083877757,0.088829756,0.210852295,0.219711393,0.159021348,0.079125002,0.001637743,20480,0.187292963,0.932572186,0,Others
282,0.113450915,306.0838623,305.0540161,0.098865792,0.092881195,0.10464,0.190662473,0.253666759,0.212748453,0.090137839,0.001735549,20480,0.179504787,2.900875282,0,Others
283,0.121904612,304.8200684,304.1190491,0.108749717,0.103277102,0.117020138,0.214911327,0.294154406,0.244448096,0.10593845,0.001421563,20480,0.212063496,2.805704134,1,Sugarcane
284,0.130426154,302.0782166,299.8480835,0.111010782,0.09832222,0.091815606,0.254173726,0.207912609,0.127593309,0.088563792,0.001255183,20480,0.078250695,0.5573988,1,Sugarcane
285,0.143459752,293.2400208,292.8242798,0.124622792,0.093244083,0.07336846,0.06157295,0.048776872,0.039269842,0.085467517,0.00104164,20496,0.134038239,0.809519703,0,Others
286,0.141602069,293.1552124,292.7441406,0.123164698,0.081748664,0.059187021,0.04688549,0.029985471,0.024762854,0.077941865,9.10E-04,20512,0.107767562,0.121899623,0,Others
287,0.121606439,298.8545532,297.4565125,0.098770954,0.08331307,0.067641981,0.185343832,0.183252007,0.117588788,0.075916432,0.001273684,20512,0.097456351,1.491251916,0,Others
288,0.136140376,303.7618103,301.9444275,0.112831235,0.093602188,0.081106968,0.225321352,0.219552144,0.141803905,0.088225745,0.001819854,20480,0.110732208,2.062277834,1,Sugarcane
289,0.138231173,301.7068176,299.4012451,0.119869024,0.111540504,0.103432655,0.285576254,0.267236501,0.172619477,0.107970655,0.001388353,20480,0.0401343,2.892986822,0,Others
290,0.123471767,308.6378784,307.0415649,0.110074088,0.107572854,0.119635433,0.185065299,0.255309522,0.207308769,0.106050059,0.001592751,20480,0.113660087,1.805110243,0,Others
291,0.119626574,311.8571777,310.1620789,0.104307145,0.091318794,0.093210638,0.165049076,0.236122116,0.212786615,0.088196345,0.001829949,20480,0.128110695,1.930680713,0,Others
292,0.114391983,303.4991455,302.9854736,0.098365933,0.096571915,0.094758347,0.209968075,0.190237969,0.13493,0.093840256,0.001388973,20480,0.178502786,0.858558659,1,Sugarcane
293,0.14803943,299.616333,297.2293701,0.124951147,0.10224808,0.077041171,0.325838625,0.117439635,0.069305927,0.091919743,0.001473998,20512,0.150942542,0.646216535,0,Others
294,0.141400516,303.5821838,301.5586548,0.122055173,0.113307908,0.100116991,0.308119029,0.255528092,0.162946329,0.106823206,0.001507047,20480,0.178187764,1.108375585,1,Sugarcane
295,0.139149278,293.3182678,292.9548645,0.119018093,0.0849365,0.05672637,0.047048271,0.033908665,0.026962096,0.074151658,0.001346192,20512,0.10107175,0.391285129,0,Others
296,0.097506866,300.7951355,300.7953186,0.0764933,0.057904478,0.039555397,0.181510583,0.093811616,0.044845931,0.050036423,0.001184198,20512,0.014811518,-0.703678722,0,Others
297,0.124212801,306.0097961,304.4247437,0.107856333,0.095463544,0.109105892,0.212888449,0.267920971,0.198460251,0.099939764,0.001399965,20480,0.108887275,2.633026517,0,Others
298,0.118425369,306.9871216,305.551178,0.101287507,0.08790274,0.088524535,0.181389347,0.232549444,0.164121568,0.083429486,0.001371906,20480,0.089594749,2.316286669,0,Others
299,0.116627224,303.4667358,301.9799194,0.09766762,0.087663263,0.076225296,0.22187984,0.18808794,0.136999846,0.082039922,0.00127918,20480,0.04144206,-1.780032912,0,Others
300,0.137634948,304.2198792,302.3994751,0.121167585,0.116998918,0.128779054,0.23001343,0.226452902,0.168554336,0.123138383,0.001012546,20480,0.134390653,1.441524168,1,Sugarcane
301,0.110820062,301.9888916,301.1595459,0.090343878,0.078113854,0.066598833,0.222162738,0.19444868,0.119110435,0.072564393,0.001529076,20512,0.106738526,2.67615097,0,Others
302,0.144366816,302.8061829,301.0681458,0.129113376,0.119018093,0.119863227,0.224331751,0.245490462,0.167035207,0.125594825,0.001119639,20480,0.04096855,1.149542885,0,Others
303,0.140923396,293.0827637,292.6330872,0.122533455,0.091266133,0.066509321,0.055935428,0.041616216,0.033732992,0.085138425,0.001151379,20512,0.107998234,0.081298622,0,Others
304,0.114580482,305.5761719,304.5834961,0.099248953,0.092790931,0.091445044,0.218572378,0.232918173,0.164737806,0.070909351,0.0015063,20480,0.127122432,0.391874942,0,Others
305,0.119711794,301.4801636,299.0361023,0.09834715,0.084660821,0.073828466,0.265335321,0.176997274,0.114808232,0.084836781,0.001365761,20512,0.028751194,-0.796262513,1,Sugarcane
306,0.116004437,306.9315186,305.686615,0.100795254,0.094945386,0.102028072,0.183033615,0.212412536,0.175215825,0.097653627,0.001520255,20480,0.266752025,2.216789217,1,Sugarcane
307,0.113314137,303.7206116,302.7202454,0.096809149,0.095465839,0.078661397,0.277180552,0.191148445,0.120356515,0.083066612,0.001855164,20480,0.142853914,2.99172192,1,Sugarcane
308,0.112789005,300.5493774,300.0854492,0.098486185,0.089966096,0.090047531,0.188292459,0.207450196,0.133003831,0.089348286,0.001520255,20480,0.167949606,2.343611055,1,Sugarcane
309,0.097497873,302.4977417,302.0459595,0.077120513,0.056025401,0.043948732,0.199115336,0.13869679,0.066501334,0.05162587,0.001617634,20512,0.06283347,-0.967479922,0,Others
310,0.127882123,307.8022766,306.0689087,0.113585144,0.11319606,0.126539588,0.204399809,0.289405048,0.236831665,0.110822529,0.0012669,20480,0.074501865,2.249297282,1,Sugarcane
311,0.157019541,303.8367615,300.690918,0.138433352,0.123241797,0.122206554,0.308103472,0.257047743,0.190965801,0.117728539,0.001300065,20480,0.04438392,-2.395968975,0,Others
312,0.107992157,299.1140747,297.9584351,0.085036531,0.064317599,0.044381678,0.229104534,0.131117582,0.0673756,0.057595368,0.001128628,20512,0.231357152,-0.849202912,0,Others
313,0.126555949,305.0870361,303.139679,0.107677653,0.097730115,0.087404564,0.234999359,0.216137916,0.160531789,0.090135172,0.001295773,20480,0.220151846,1.616340688,1,Sugarcane
314,0.113640346,303.9310303,302.2629395,0.09399011,0.084126897,0.078131035,0.212221012,0.180383354,0.125750095,0.083878696,0.001398927,20480,0.112735185,1.928463584,0,Others
315,0.122444205,303.0989075,301.1118164,0.102313012,0.091788366,0.066394851,0.322152346,0.191326275,0.099484205,0.082069859,0.001106736,20512,0.109106962,1.45116395,0,Others
316,0.132844448,301.051178,298.8919983,0.113336943,0.104078367,0.090693772,0.267139852,0.213222608,0.142471209,0.100439429,0.001459952,20480,0.072277645,1.065743449,1,Sugarcane
317,0.148712993,302.5769958,300.5813904,0.133013636,0.126027182,0.122024104,0.225897834,0.215964347,0.147952959,0.120845146,0.001097246,20480,0.010374618,-1.745985608,0,Others
318,0.112184167,301.8067932,301.317627,0.094451547,0.084032059,0.075515583,0.212424606,0.18603155,0.120681629,0.077850237,0.001410103,20480,0.100678106,-2.703166224,0,Others
319,0.126658499,302.5908203,301.0880432,0.108917594,0.105255768,0.089733817,0.30453825,0.210232377,0.13339965,0.09549509,0.00145965,20480,0.052359858,-2.756883062,0,Others
320,0.143045649,301.3991394,299.721344,0.129990593,0.121973954,0.1196227,0.282374084,0.283259332,0.194464415,0.11787606,0.001098285,20480,0.08853694,1.568550365,1,Sugarcane
321,0.141849682,293.365448,292.8475952,0.123056151,0.103680462,0.07231494,0.046483129,0.032872565,0.02651469,0.090988256,0.001277597,20512,0.084764044,0.066583407,0,Others
322,0.099164277,302.0765381,301.5631104,0.078436561,0.060325697,0.043432966,0.180524245,0.10094583,0.051015764,0.055769306,0.001620622,20512,0.035173761,-1.070569129,0,Others
323,0.143570244,293.0349121,292.5863037,0.129206151,0.105493627,0.074269399,0.056302514,0.041466016,0.03223142,0.093861073,9.90E-04,20512,0.091199127,-0.622001577,0,Others
324,0.109868437,302.9998779,302.3900757,0.094096631,0.087194085,0.078798696,0.210530505,0.195096731,0.120188221,0.079976551,0.001486431,20480,0.049249114,-0.207164081,1,Sugarcane
325,0.200834334,302.6466675,300.8759155,0.196291447,0.181997463,0.195332363,0.217780411,0.186759531,0.16913715,0.154410154,0.00120895,36864,0.005025739,-1.338572042,0,Others
326,0.110594459,305.6657104,304.0561523,0.093364686,0.080744743,0.074021302,0.204668939,0.215898305,0.139009804,0.078340523,0.001515861,20496,0.140242939,2.962518776,1,Sugarcane
327,0.101235479,302.3649292,301.8826599,0.081166372,0.063345067,0.049192272,0.177878439,0.117795654,0.063485011,0.053171262,0.001676434,20512,0.086049013,2.538166125,0,Others
328,0.136920974,301.8453369,300.0984497,0.12896052,0.121503703,0.123097345,0.259815991,0.206176057,0.133143857,0.117181875,0.001246474,20480,0.077391268,2.972027906,1,Sugarcane
329,0.121220879,306.3172302,304.7520142,0.106080383,0.097886391,0.102747321,0.21448487,0.250421882,0.19955793,0.11070586,0.001503524,20480,0.075905019,2.662795618,1,Sugarcane
330,0.118137203,309.7629395,308.3308105,0.101719692,0.085510209,0.086403534,0.136385471,0.206429005,0.2020123,0.085717767,0.001680662,20496,0.136662908,2.499170226,0,Others
331,0.108363628,309.3298645,307.8242798,0.091252133,0.077608839,0.099902771,0.149823576,0.220219597,0.211418644,0.085164227,0.001954175,20480,0.12351122,1.04618483,1,Sugarcane
332,0.110625759,304.8789063,303.9429626,0.095783398,0.090041384,0.092398778,0.206579641,0.202060014,0.1474199,0.089884438,0.00170919,20480,0.044357816,-2.964037118,1,Sugarcane
333,0.142674536,306.3444824,304.3965454,0.13776584,0.11928843,0.149084374,0.281436652,0.325618267,0.299215078,0.250557542,0.001791937,20480,0.067452109,1.925844213,0,Others
334,0.129968211,300.7069092,299.1053467,0.110732734,0.100006551,0.080390394,0.278768808,0.224765003,0.149901509,0.091407686,0.0014835,20480,0.169244558,0.7727934,0,Others
335,0.121791169,303.4308167,301.6248779,0.104415029,0.09834981,0.094646662,0.240177631,0.25251627,0.16955027,0.099427015,0.001073438,20480,0.052287017,1.70159664,0,Others
336,0.112270281,305.4006348,304.735321,0.096342027,0.091199651,0.081364565,0.246293664,0.221709594,0.140316427,0.086042367,0.001413464,20480,0.06770096,0.876444669,1,Sugarcane
337,0.123753875,308.4959717,306.8173523,0.110385507,0.107091837,0.103769265,0.293248594,0.259843588,0.176431626,0.102209449,0.001680662,20480,0.182405941,-2.815707546,0,Others
338,0.117952466,306.4844666,305.3110962,0.099812627,0.083604753,0.080639407,0.162328199,0.217446238,0.157400697,0.082728222,0.001651068,20480,0.189944332,1.491853807,0,Others
339,0.123815909,307.5303345,305.9112854,0.10920462,0.100730345,0.107986346,0.214999765,0.287514895,0.239015475,0.103244379,0.001677587,20480,0.057391676,2.5759787,0,Others
340,0.143560678,300.2681274,298.0018311,0.125556812,0.112696789,0.107603975,0.30177331,0.26513201,0.142816707,0.109946653,0.001022107,20480,0.129121023,1.638558169,1,Sugarcane
341,0.135160729,302.9905396,301.2989807,0.119658299,0.11158143,0.119862735,0.189778149,0.185614288,0.144081205,0.115152709,0.00122766,20480,0.031893006,1.682632846,0,Others
342,0.137223497,292.9726868,292.6400452,0.114293195,0.075964831,0.055407703,0.04634184,0.031490576,0.02096964,0.067746691,0.001012546,20512,0.105176632,0.014619419,0,Others
343,0.167925671,305.9305725,302.9285278,0.14837648,0.129381016,0.125986382,0.222204432,0.277626783,0.219051763,0.122952893,0.001720135,20480,0.071293879,2.003811385,0,Others
344,0.158319607,306.0666809,302.5265198,0.141539082,0.126540124,0.131018147,0.289562196,0.34276098,0.223443478,0.125625253,0.001473998,20480,0.181140068,1.520182452,1,Sugarcane
345,0.15502128,305.6332703,302.9823914,0.134557217,0.115838304,0.13018921,0.228832722,0.320059836,0.237521157,0.116599664,0.001774062,20480,0.155396336,1.917192193,1,Sugarcane
346,0.117307365,304.3886719,303.208252,0.101232708,0.092075154,0.091836765,0.190150127,0.238207102,0.194718629,0.090587251,0.001494322,20480,0.105847542,1.729646826,1,Sugarcane
347,0.103700168,300.9075317,300.3607788,0.082962841,0.063971974,0.050760254,0.217427611,0.155536518,0.084462009,0.060362596,0.001444917,20512,0.241715921,-2.929404221,0,Others
348,0.169851705,306.6807251,303.4771118,0.150591418,0.146787509,0.15381752,0.281344742,0.350537956,0.252793103,0.149917305,0.001957654,20480,0.0890215,1.126738303,1,Sugarcane
349,0.124338195,305.4740601,304.8009338,0.111169249,0.116039589,0.121924609,0.269566059,0.292062402,0.222824782,0.117065266,0.001790199,20480,0.048777743,0.057960876,1,Sugarcane
350,0.111251056,302.4788818,301.6277161,0.092828974,0.079723552,0.069899485,0.188801587,0.18313317,0.132378548,0.077389717,0.001438746,20512,0.074062763,2.777932086,0,Others
351,0.111986883,303.9763184,302.5637817,0.096936285,0.091098532,0.091880426,0.207632452,0.206618011,0.130708978,0.088409685,0.002025519,20480,0.196547634,2.38342021,1,Sugarcane
352,0.158223301,306.6163635,302.6669312,0.139348224,0.120665736,0.117487788,0.22491397,0.222114861,0.172066793,0.118426725,0.001589154,20480,0.062189754,1.531473638,0,Others
353,0.127649784,307.0109863,305.2091064,0.109815717,0.098027483,0.095031925,0.215894848,0.216206163,0.171149164,0.097204112,0.001296577,20480,0.149445812,2.075350407,1,Sugarcane
354,0.130304098,304.0341187,302.1775513,0.110008225,0.098218426,0.094878733,0.224824399,0.228308752,0.166876003,0.099670656,0.001253996,20480,0.00342111,-2.383643978,0,Others
355,0.124597192,309.5857239,308.0773926,0.112273768,0.109212317,0.122383103,0.192939788,0.281370819,0.224433124,0.116242893,0.001602216,20480,0.111667547,2.224492315,0,Others
356,0.12292923,303.5956421,302.4080811,0.10761068,0.104526527,0.098629758,0.256526768,0.230111122,0.173285365,0.103320561,0.00170226,20480,0.115096816,-2.948048943,0,Others
357,0.10070809,300.2329712,299.7694702,0.079374596,0.059439719,0.047025375,0.247467995,0.136077255,0.061425589,0.054301187,0.001537535,20512,0.18529139,2.677510947,0,Others
358,0.129654706,303.1011963,302.4940796,0.109316163,0.092688136,0.077206872,0.208114579,0.187982842,0.134874567,0.085957155,0.001210355,20480,0.026571167,1.342365017,0,Others
359,0.125529617,300.3840942,299.291687,0.105980679,0.105913207,0.092875823,0.284259647,0.211704835,0.144342497,0.097732589,0.001319723,20480,0.142026708,2.129132941,1,Sugarcane
360,0.133246809,302.4938354,301.2062378,0.115721703,0.115713842,0.114517331,0.263501883,0.249054283,0.180326074,0.096238539,0.001286008,20480,0.076876857,2.42909224,1,Sugarcane
361,0.141168371,293.5811157,292.8678894,0.124473065,0.097251937,0.068594404,0.054371603,0.026290296,0.015841587,0.08408878,0.001068984,20512,0.103154381,0.71568075,0,Others
362,0.114579499,304.2437744,303.5582581,0.096619144,0.084840998,0.08100681,0.205999792,0.175249532,0.117842227,0.064001724,0.0014722,20480,0.129536031,1.246839347,0,Others
363,0.133439094,299.9075012,297.9934387,0.114696272,0.109075658,0.089840189,0.265936494,0.212205678,0.118771493,0.100678332,0.001246474,20480,0.126134258,1.306590089,0,Others
364,0.117682353,303.602356,302.6691895,0.104776099,0.099068537,0.113601476,0.202663422,0.242346853,0.167243361,0.105220243,0.001638193,20480,0.163345895,1.951902328,1,Sugarcane
365,0.111557439,303.0879517,302.3881836,0.095876053,0.09325704,0.085226201,0.249088526,0.210869819,0.136322737,0.089107677,0.001582309,20480,0.132828895,-2.887497933,0,Others
366,0.115131006,307.3035889,306.2005615,0.100499645,0.09925282,0.107389629,0.23273471,0.245322362,0.187351882,0.098630138,0.001601892,20480,0.02252619,-1.327757243,1,Sugarcane
367,0.117117316,306.2324219,305.4346924,0.10233476,0.098087505,0.106191188,0.193595201,0.235872954,0.195797428,0.098280177,0.001470775,20480,0.135849024,0.992570189,1,Sugarcane
368,0.131108761,302.0271301,300.5927429,0.114250831,0.10423281,0.101968095,0.223893642,0.194862738,0.125561446,0.101381116,0.001383059,20480,0.066569115,2.229459808,0,Others
369,0.122568846,307.3575439,305.7329102,0.10615173,0.097393714,0.105003998,0.219212919,0.212368324,0.181753784,0.099143088,0.001296803,20480,0.062840046,1.971730776,0,Others
370,0.136282995,293.3679199,292.9171753,0.112981796,0.079897292,0.058045041,0.048131466,0.023642005,0.014878572,0.071726248,7.96E-04,20512,0.109397565,0.629038461,0,Others
371,0.126134157,301.8256836,300.2504272,0.111545846,0.111806273,0.118199795,0.32845825,0.229208753,0.158828855,0.110670283,0.001374576,20496,0.104126072,2.578373556,1,Sugarcane
372,0.11015211,306.1399536,305.454895,0.096168943,0.090701781,0.087193213,0.205796957,0.199779004,0.134802103,0.087477922,0.00156559,20480,0.208130458,1.252625491,0,Others
373,0.116295293,310.3388062,308.5843506,0.0998362,0.08979103,0.086499348,0.174492106,0.212035656,0.181220695,0.077498466,0.002030545,20480,0.121320195,2.56479945,1,Sugarcane
374,0.109721497,306.6332397,305.351532,0.09276136,0.087736271,0.07620991,0.266701639,0.226529181,0.1409657,0.079924271,0.001727226,20480,0.113653972,-1.624753141,0,Others
375,0.110232979,303.5703125,302.3398438,0.093871772,0.084595181,0.079326436,0.201806039,0.204448,0.140045151,0.085637063,0.001766751,20480,0.158063445,-3.108364867,0,Others
376,0.128714204,300.4503784,298.8753662,0.107799269,0.09328869,0.07255289,0.272521198,0.19504188,0.106822394,0.086414076,0.001478384,20512,0.039969892,0.661544341,0,Others
377,0.143783242,293.1019897,292.8050842,0.12556985,0.093167394,0.07169579,0.061669886,0.048761301,0.040309906,0.084133476,9.30E-04,20512,0.131765001,0.204922885,0,Others
378,0.129329145,300.9628906,298.9280396,0.106399558,0.09301836,0.074549176,0.256439298,0.182517722,0.08963865,0.086854495,0.001295118,20480,0.182364561,1.399097,0,Others
379,0.154973134,303.8897095,302.1044312,0.134147942,0.115730286,0.100057222,0.282441258,0.25075534,0.15220584,0.107640959,0.00152006,20480,0.101531036,2.005978504,0,Others
380,0.117593564,309.4815979,308.4517822,0.101162069,0.091080382,0.097347856,0.159844637,0.197175682,0.15691328,0.089335129,0.001534657,20480,0.123143999,1.522855574,0,Others
381,0.11240682,305.7522888,304.842041,0.095252462,0.088336378,0.081995606,0.260381401,0.239709347,0.188651606,0.08526127,0.001771048,20480,0.098037845,-2.065759063,1,Sugarcane
382,0.124414772,300.6346436,296.5907593,0.105336048,0.088071145,0.073560573,0.211905628,0.207364157,0.122046694,0.079808183,0.001433139,20512,0.024217229,1.884319763,0,Others
383,0.126236007,298.3494873,297.568573,0.102454685,0.085291669,0.076807991,0.288558662,0.175291449,0.094072439,0.070806026,0.00144591,20512,0.088535497,1.54875552,1,Sugarcane
384,0.120020717,306.7880859,305.1009827,0.106457919,0.099994957,0.107439421,0.190624475,0.248868093,0.186963171,0.092435397,0.001504403,20480,0.119890271,2.542943962,1,Sugarcane
385,0.153167471,305.476532,301.7652588,0.132125601,0.109542914,0.104101881,0.23261711,0.265422672,0.191100731,0.109422535,0.001634675,20480,0.03472115,2.495513334,0,Others
386,0.112058684,300.9449463,300.1297607,0.093870699,0.089969099,0.075936109,0.265795141,0.166581199,0.086624578,0.083968289,0.001362802,20480,0.122056254,-2.609404551,1,Sugarcane
387,0.113767624,300.2139282,299.3935242,0.094283849,0.086278304,0.077680901,0.21931228,0.158461303,0.090602279,0.079323635,0.001288058,20512,0.078443341,2.569842959,1,Sugarcane
388,0.135140955,301.0581665,299.3321533,0.11673402,0.109971374,0.096916333,0.27088654,0.236379117,0.137156323,0.106186979,0.001367253,20480,0.049607378,1.859844861,0,Others
389,0.111121669,301.0949097,299.8487549,0.089525536,0.084268987,0.062865578,0.28539592,0.174462914,0.094796561,0.072940737,0.001490061,20512,0.054607382,-0.678048173,0,Others
390,0.13574557,303.8957825,301.0954285,0.118682198,0.110307269,0.120090671,0.250889689,0.251539081,0.168864623,0.111970909,0.001143113,20480,0.113185518,1.966444176,1,Sugarcane
391,0.115179613,307.7581177,306.1702576,0.097597584,0.089664623,0.091425091,0.196413219,0.255205214,0.229578465,0.085910961,0.001447554,20480,0.106555067,2.217727931,1,Sugarcane
392,0.111892641,306.5498047,305.7505493,0.098554321,0.093093731,0.10350658,0.204174802,0.234490678,0.166410312,0.094108522,0.001829336,20480,0.097605237,0.671861047,1,Sugarcane
393,0.148328334,305.6377563,301.8684387,0.127045706,0.103548147,0.095242143,0.209576055,0.203099787,0.110227719,0.09817934,0.001468593,20480,0.055447852,2.385308324,0,Others
394,0.157693654,307.5874329,303.7559509,0.137662947,0.12093056,0.120665736,0.25474146,0.258954644,0.195804954,0.115166523,0.001358841,20480,0.04668861,0.927412047,0,Others
395,0.15540649,302.549469,299.7599182,0.135857284,0.11664515,0.107231677,0.2838296,0.239357367,0.151107073,0.116428472,0.001661195,20480,0.114868507,1.767142621,0,Others
396,0.117271423,306.0216064,304.3253174,0.097926497,0.089206651,0.077796131,0.240393519,0.205226541,0.147483826,0.083548009,0.001181248,20480,0.039875492,0.917673224,0,Others
397,0.11695274,305.7005615,305.1553345,0.102260366,0.094639212,0.094048306,0.243196368,0.246940076,0.179326475,0.095741689,0.001880449,20480,0.091475711,1.378207512,0,Others
398,0.118661493,303.3766174,301.5446777,0.098349333,0.08858832,0.079252869,0.256183863,0.211161405,0.129731208,0.088651225,0.00145564,20480,0.061357811,2.980864707,0,Others
399,0.160341933,304.9668274,302.4589539,0.141900212,0.122423232,0.118836008,0.23331438,0.279597491,0.183743194,0.118137822,0.001720135,20480,0.131266013,1.79386818,1,Sugarcane
